,tm1,tm2,tm3,tm4,tm5,tm6,tm7,tm8,tm9,tm10,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10
ZBTB48,0.971119830883804,0.977367241261906,0.977131035799264,0.9616817374388472,0.9717007595157564,0.971852856686739,0.9712417660467548,0.9710405226360256,0.9752151108093112,0.9724602571604056,0.890041372424774,0.9718049378718108,0.9695224904500492,0.9759414023181456,0.9821524575555568,0.9768912642560234,0.974589655862938,0.9780912748832638,0.9729516538998264,0.972921048187749
KLHL21,0.7614679530551294,0.447582216999433,0.7829918783673856,0.8885026233824601,0.8252619146777395,0.7292204365671997,0.7820398137574428,0.5965744181922634,0.4606361915311555,0.6642967695654753,0.258287155896318,0.6026617432487688,0.544522453596351,0.4624358368173124,0.3847319958257942,0.449204043554501,0.6313076533824792,0.3412062030583224,0.799112374056821,0.5711794033564614
PHF13,0.8881964167765032,0.9249182415377886,0.913993596001509,0.9256097287046868,0.9125468871710618,0.9198396909524994,0.8843992372000195,0.9020817077544584,0.9256214248178528,0.9199313794849252,0.3768364842460041,0.909606263978382,0.9222201171300766,0.9025688560791056,0.926293716699945,0.9182261960543332,0.8832747189977891,0.9281397777135773,0.9320225620082536,0.9209013531981446
THAP3,0.8988990987257834,0.9397937878104532,0.9520177854006984,0.930842535844934,0.9515995841719644,0.9318685201701024,0.9293313114681496,0.9209336027560876,0.9432767487696008,0.9410765510091462,0.878071997670055,0.9272480337672344,0.8057280138706846,0.94630667217382,0.9508976882935696,0.9402492886949576,0.9460127616199576,0.9508491580846268,0.950045480299515,0.9434528236246928
DNAJC11,0.918766117174554,0.934385751555296,0.9237712235840156,0.9461431347997236,0.939505758797274,0.8677326164251934,0.9258619917551336,0.8800934628830057,0.8465566199921146,0.9039557608901566,0.4919265891747087,0.9341574743654172,0.9415088654864504,0.8830511695085875,0.9389537775403548,0.8928264323446983,0.3427597229453563,0.9390692603712192,0.8977739562183438,0.7330636368359694
CAMTA1,0.666341918802263,0.4058203312519611,0.5426166581721373,0.6981514853187428,0.5538530646534828,0.5070204641759771,0.7896561430938378,0.4974257043184774,0.4634101879090387,0.34736689034567,0.7423693829911562,0.4039780109341684,0.3504680488478851,0.4605439151103615,0.5123103245679943,0.5393562265378519,0.4024272751176405,0.3323252970010655,0.3607212299140642,0.5080027612712673
VAMP3,0.120088974651478,0.087970287884643,0.0949672168574237,0.0807239036267877,0.0737619279614677,0.0949867576205659,0.0970761119724079,0.0949560975117139,0.0789585959693663,0.0715412469595243,0.0780413435031393,0.0812910522750114,0.0851880365606794,0.0595340423959741,0.0663565010661724,0.0902930759008745,0.1026529675273517,0.0652750397076397,0.081433459415189,0.1174142179460012
PER3,0.8719177978265267,0.7932517851078066,0.7701620117419765,0.7411194619915418,0.8376618595289468,0.485345101534463,0.9343046312796246,0.8308278111530767,0.8884047344297338,0.7887270320783498,0.8176282920691869,0.869122250950877,0.8174076755041346,0.7336971213061805,0.8593213620168614,0.7507688301914827,0.9319693497718848,0.903759109881495,0.6735469570981848,0.8548288569662033
TNFRSF9,0.7969284284150083,0.7345774558443667,0.3220918372621649,0.9195311299961066,0.6130229662324593,0.876987823378176,0.8279708638907712,0.7338531575509176,0.8715632696361262,0.5957398113772973,0.7518922375952395,0.7262717277706815,0.8420387334613699,0.2982322423471535,0.7183284711057357,0.8199646885452915,0.7611061992408313,0.7467520772855357,0.808245047354372,0.7662587441132721
ERRFI1,0.9510396248794244,0.912462471820323,0.8946033181681244,0.9147177677018417,0.9227680299464704,0.9429133617759464,0.9148542426169743,0.9180211713263984,0.5409190271822056,0.9403221890808132,0.5357973442171281,0.9290403003726436,0.9099857265730218,0.9158644440174456,0.9158678193911852,0.9223118451831832,0.9078002597765216,0.923297154812077,0.9142932707836604,0.9082619739257471
SLC45A1,0.914392183577313,0.9302306315608722,0.9346070642131744,0.9451283337516452,0.9445103910040552,0.9321177302743432,0.9408152355039532,0.9237108832482424,0.9575707878585464,0.7986635763224348,0.9153420458189108,0.9138701518709416,0.9258116617740936,0.914531688492502,0.9663666682701144,0.9546437153000508,0.9555343877867284,0.9350991818973527,0.9613125441502678,0.949265747166848
ENO1,0.970492475734584,0.97171828716414,0.5654020390209661,0.9701567603392371,0.9761574981763924,0.9635814042107886,0.9703957491750196,0.8786878827070845,0.335699668053276,0.9711994592969464,0.9337247595221584,0.8935783650755564,0.9538058662573272,0.9699944929517156,0.9012819886883832,0.9623507406372188,0.0960060988906663,0.9752536447523856,0.9539647716995916,0.9245012260855736
CA6,0.7275285809586465,0.80857753717473,0.7289323377581052,0.9025763653894132,0.8164408587817479,0.7152077422428681,0.8714663688015569,0.6729733897745608,0.767512846397918,0.3976596259586549,0.5332556882563303,0.6302411786401605,0.7487221354446179,0.3145917344748656,0.5687013772754305,0.7346086995182572,0.9265570412253236,0.427438889423874,0.8912552850693405,0.7351139422185193
SLC2A7,0.8898509807143792,0.7290423428491462,0.4839721944997347,0.3846607155270128,0.7896343593004487,0.6300554429705535,0.8815612666035993,0.6954948490464682,0.5469975059052358,0.4634055394013655,0.8975160341345745,0.6151370286734589,0.4502385218543353,0.6339179353264004,0.8723286717343716,0.7588704313885546,0.9112250469753844,0.7384612262321699,0.8528717804396574,0.8046243686454791
SLC2A5,0.4591790069457213,0.9560003971894212,0.9646154665483504,0.9179828958159246,0.8738369690923342,0.9091570184263716,0.3948655354581515,0.8454551256450764,0.9536701136317364,0.9460526320682352,0.1261293072567054,0.9391376810400506,0.9384761712022852,0.9399391904443222,0.7274688292274379,0.959119545412396,0.9377646211056204,0.3665558359144164,0.9259151847857884,0.9655104391600228
GPR157,0.7976224142105856,0.760498651946163,0.7192805897757927,0.6181391211696841,0.6275590753323238,0.6418393607175762,0.7745232289373338,0.7442534705361824,0.626964808574813,0.7569918849596075,0.7308992236251081,0.6831170163324312,0.801842777729701,0.5828613246897127,0.6521324288143266,0.6371216948317474,0.7269001608685806,0.6814111693686258,0.6195093886095367,0.7603180565792164
H6PD,0.945139222514346,0.956667707877436,0.9695601868993448,0.9660927106058096,0.9720211955272888,0.9579560315382591,0.9576805026368932,0.9333673847463358,0.9684216841759042,0.9687724904100846,0.8980174991901708,0.9580389071061328,0.9433148508711908,0.9561454379431636,0.9832817698512396,0.961867558652462,0.9599727648128796,0.9669455069639254,0.9717162404716904,0.9395836215704042
SPSB1,0.983167400211755,0.9769050031698496,0.9835267310485128,0.9815136226092172,0.9817455717003012,0.974145630446411,0.97190432315443,0.9720146682915606,0.9836621781832584,0.9804369502817118,0.6544161422125075,0.9767351513686916,0.9746663183996556,0.9851092670318318,0.989621626027347,0.9753657853729488,0.9830156998703944,0.9835157997663776,0.982164253045274,0.9826149656616652
SLC25A33,0.2371997607347757,0.1568072885801064,0.1693662007919476,0.2359915400985041,0.1556338394284573,0.1501811206114344,0.1915027071648219,0.1550552741799931,0.1488296737116349,0.1395027254348437,0.1572884055497757,0.1295327921139299,0.1599151155887186,0.1516785016139395,0.1496013759875384,0.1572621687292907,0.1580322514222224,0.1599802823241292,0.1617350155345155,0.1315512165969846
TMEM201,0.9015245907237872,0.9356793974702322,0.8466611525430929,0.9599240246468288,0.9548807449698994,0.9020846677831232,0.9274689093730152,0.8521426821545011,0.8662706615057676,0.8703308920625046,0.8486343150177511,0.8856045157706073,0.8489473971476384,0.8859642350509712,0.927899069767933,0.8649315721937695,0.9623245918062656,0.9034150971304752,0.9252391718599494,0.9303198270964947
PIK3CD,0.5511784887300056,0.6735895767358887,0.6727784722414966,0.7457214164506116,0.6000344242798282,0.5829138691396872,0.6941503736626422,0.4563820725454864,0.6888541289943964,0.2674044984359834,0.4713978830595399,0.5339898103498,0.4503024153867298,0.4437813129573222,0.6041181280244261,0.582143823365791,0.2618202328420755,0.4209372134167258,0.5884679471999411,0.3705135372949872
LZIC,0.859990865963093,0.837123034124171,0.881442379150027,0.852363611453439,0.858753227410462,0.87689715691142,0.835037645080991,0.8390112477248859,0.8518109569250432,0.854739593876017,0.819110751410507,0.87940001495934,0.8071397881492679,0.8928393559289209,0.8640971542399579,0.8247121011225141,0.84766494841235,0.848580212225853,0.8400545971850366,0.8232922158997562
RBP7,0.2441191003946074,0.2497429127872337,0.2077830677199659,0.1259846286731732,0.3282068731839126,0.274586052494065,0.1687324587317704,0.1836114707392958,0.1299137190466399,0.1592819833722948,0.1035426572805014,0.2458581323289984,0.1839044320076074,0.2417284880099449,0.1284945212871339,0.4376283675483438,0.1269674015953818,0.1096217573593465,0.1517560013333445,0.1703063874917099
KIF1B,0.913564362962687,0.8848541592294903,0.8904733970950404,0.925242565404695,0.904623632367364,0.8958454849699057,0.9095389848925332,0.8391069273644294,0.8743796661737572,0.8996550481397775,0.7949124686015572,0.8974154072614591,0.8831396641159605,0.8734270075540851,0.9042925666445188,0.8779454966852769,0.8964900940589478,0.879336864218648,0.920404981519283,0.8356284808546696
PGD,0.2371194325686972,0.1438824029087169,0.1304633744134158,0.3833751284174924,0.3410333077573939,0.3095380554633282,0.1670002188609773,0.2583567015388927,0.2087659614307655,0.1346922098206689,0.1555551596763724,0.2248200278968589,0.2148839737688887,0.184428874710987,0.1387539192374745,0.1994439476879066,0.2627673715543263,0.1189154535727583,0.3545205915069001,0.2688562312792886
PEX14,0.8767335272919923,0.8297440055746038,0.8401466603279375,0.8571588540143705,0.8414215814034295,0.8505773049950667,0.8529153961706649,0.8063797838054338,0.8817404553773656,0.8372894691480619,0.8280256067051864,0.8123566141069025,0.8406204294467737,0.8318928336753388,0.8528977165959647,0.8119069988262101,0.897758153778371,0.8571352648184822,0.8482853179519289,0.8617372502822804
CASZ1,0.9171356555650864,0.8912841640313673,0.9275971551574,0.9542504077096629,0.9330141019739466,0.9146137840027828,0.839535746544696,0.8297844271462227,0.943179869252082,0.96129825118941,0.9529343899088428,0.9262279400302178,0.9113083632490286,0.887422808631689,0.9484319194062284,0.902063531587307,0.958746067057916,0.9177362310275324,0.9379366434132812,0.861808433721738
C1orf127,0.326079196378822,0.5020822696281804,0.4256711004469042,0.2832211055048285,0.2595899821080189,0.3589890225186269,0.4755786523642807,0.4269262415918534,0.3024626644359216,0.1349777298688408,0.2004465427505458,0.3817024922455779,0.1902167413055193,0.4502742266850308,0.4057383121057853,0.3317917537349908,0.4213670460439191,0.165286392608831,0.2880988887829698,0.3709005739640609
MASP2,0.416338728124886,0.5083415839642558,0.3339842422838653,0.5436200677769648,0.5412433030687032,0.5187190111757494,0.4317412625147431,0.5163270024616695,0.5136528593156552,0.2599925351834794,0.5496885384529548,0.5301138108926662,0.5176519911108541,0.4789584653289141,0.5359324006737402,0.528921656288954,0.5481003554723047,0.2070556862037411,0.4693925755540809,0.5300257273851349
SRM,0.398627709546805,0.4859309146820519,0.5439341626819816,0.6290652509889869,0.5689994079379685,0.5579492474419293,0.5442230792263231,0.4967769088246423,0.4738429294817369,0.4927004674952061,0.2275669593412866,0.4978726850991425,0.4121311089184757,0.4570964674094993,0.4998496030765248,0.4772529460961353,0.3861970930182721,0.3070551392809432,0.539486577136014,0.4998480988680196
MTOR,0.8612358576316628,0.9145470387408176,0.9180138228420124,0.9281883376924674,0.9236253589566548,0.921555576740133,0.8848944008847711,0.8308373403378003,0.91575649256606,0.9250622857744478,0.6210264451658432,0.9194991189181918,0.9283888538138731,0.8785404444508056,0.9368360408236276,0.8889798570139269,0.5060642968274377,0.9138064184414464,0.9140078708267196,0.787308736012378
FBXO2,0.7149719461956568,0.5822558434324305,0.5996010681593404,0.6543528901506313,0.617205465880305,0.6266682669384136,0.7738812738980416,0.6026982348594526,0.6375561305603199,0.5300193809571768,0.6133362193852672,0.5626055597184239,0.5972734979008497,0.567321656253682,0.7110275612077239,0.6049369701728006,0.6581453813474573,0.5999844675256768,0.6471928091970952,0.6468478728362538
FBXO6,0.9054348716539886,0.9032464000608452,0.9291883547626923,0.9231011368632246,0.9193861102273648,0.9117290884497232,0.8980827560967711,0.9094640883145418,0.9152076804538574,0.9360005805952653,0.7479258267979177,0.8937038620843233,0.8960780125964607,0.927203458391419,0.9255684455726644,0.9112649937403434,0.9251303556133674,0.9033176963465726,0.9206479547056337,0.9219065766287906
MTHFR,0.2017670789267702,0.7622860552718365,0.4328961314151545,0.1236945579027828,0.1962172594900075,0.3980850693039299,0.1743981341609843,0.4560244263149212,0.4170068131788527,0.7239371238134544,0.6621839303893946,0.4556180921876133,0.7892083132811939,0.561741541913639,0.7306395520177299,0.2269370919050927,0.8910291335564473,0.8932301510528,0.1647574377370806,0.3140732231425319
CLCN6,0.9712504220685458,0.9819177254956112,0.9484482694794156,0.97446072103555,0.9827258723991223,0.9633984072545072,0.9794098873288446,0.9401847433109836,0.973201046342157,0.9645487781502908,0.743212159337458,0.968094214218905,0.9337054625430792,0.9801588190094463,0.9887863940185628,0.94728584683251,0.9784233625037,0.945618869069812,0.973085129102616,0.9691607715012228
NPPA,0.9019078568656804,0.8667676079587648,0.9135126759832688,0.9235391351525016,0.9055537576313802,0.9126128003413516,0.7018719419108079,0.8833206007626222,0.9059245076095422,0.7994059128541462,0.9173217564701174,0.8985137014624832,0.89125804159399,0.9083080838071472,0.9062274315884044,0.891828903167738,0.8849217900845849,0.9137919301436324,0.8859640850300862,0.8714520724881886
NPPB,0.613701131852885,0.816452620560561,0.55981295622545,0.864268718301842,0.846127684992052,0.780212935202731,0.771880625298796,0.805574569637738,0.849747277032171,0.842276889924874,0.678464288374087,0.694995910643624,0.788456092841987,0.81077506926741,0.82825095553637,0.8339436667484219,0.856661015317798,0.364212350014348,0.838607931103777,0.874542992193846
KIAA2013,0.257477024729489,0.369266272006668,0.489172809172442,0.198592389094821,0.261560955791121,0.4248249956614689,0.562363063174798,0.589016632239646,0.358338913731128,0.1934617558926039,0.146600484499799,0.511105771588805,0.263845694920112,0.373157709532459,0.612753659452596,0.445606816146814,0.725282244874123,0.159868581532019,0.332899729268075,0.564684101256585
PLOD1,0.9477953546887292,0.9662701237015984,0.971515760177804,0.9643009064215666,0.9279213145356336,0.9396827204767758,0.9717732718761276,0.9227520160236568,0.9736523391353984,0.9580458533737072,0.9473720464173304,0.9619292167472434,0.9151431572624924,0.9583157514052149,0.9837375340348768,0.9420882510914266,0.9482600315105943,0.9800434425800028,0.9558299315738488,0.7977383668969746
MIIP,0.958980786076066,0.9017857881514256,0.938026648804716,0.9226690798105188,0.9169690724130082,0.9335727270621532,0.9059104851934152,0.9346681927677808,0.8449534510509715,0.9251641076976828,0.927376552493752,0.901133473792248,0.930020214425661,0.933470359654142,0.9640188762417364,0.8742083840992769,0.9388664065493292,0.922026678661926,0.9224312274364862,0.9430698814904428
TNFRSF8,0.446799728241586,0.2691170681812092,0.3517223241915035,0.5330018100489495,0.4580740796860342,0.4823107913679695,0.7566987009458704,0.4588467945434312,0.2368643334137782,0.1786126504781824,0.5999000942253305,0.4249156728705839,0.2371982653706595,0.3219802772282759,0.2609859884522588,0.4533452753451688,0.1158001849845502,0.2746187504564047,0.3586937105213575,0.4100618173223811
TNFRSF1B,0.6237202543274305,0.5641549780910099,0.5939286793858769,0.1906618239707056,0.1645723849841988,0.5135928462919018,0.6696439354002903,0.2558567516441842,0.4434011015653371,0.1210673755010232,0.4092294911022812,0.1819521641184448,0.1353213252220299,0.0886457311272135,0.0490286283987231,0.5170841967785182,0.0779958782048134,0.1605180218004127,0.5813416102521818,0.0690185370047014
DHRS3,0.6008143668046863,0.5992151337498899,0.5900190039383896,0.5753924633413453,0.5552024965415633,0.6367811035004255,0.6133620472067244,0.621169352982839,0.5704038467918117,0.6528451665114098,0.4736641074057107,0.6410266113392848,0.6701505328687847,0.6239630001188301,0.6080189284298974,0.587537482424214,0.6166595903268041,0.5448077378017432,0.5851345506260202,0.6068577889721187
AADACL4,0.0886387422457415,0.0531792059000762,0.108229549756654,0.0675907879197685,0.0482371355510491,0.12314118720332,0.0745943531482256,0.134925681772372,0.082109916875611,0.15094671949336,0.0824052282929301,0.0967387496749049,0.0914685367926659,0.0983172973635804,0.0796091554473232,0.128836014185943,0.27588160193249,0.0491249877918239,0.120089444964465,0.0780833133773595
C1orf158,0.673182379288943,0.912493487171586,0.470963236885948,0.9417134372922872,0.9241001117400952,0.92696762194076,0.942804160811271,0.904626465533001,0.912060429791987,0.363359985996743,0.950759795701599,0.9101818269642588,0.579422385316722,0.8548166314372031,0.922055369419476,0.8981971872834419,0.919928870236721,0.624735319034811,0.8881594153959409,0.895227628462888
FHAD1,0.7456427878467152,0.7897482088867616,0.7351335200289385,0.8769919871617539,0.8201771186173866,0.7705677163054002,0.8294975652937463,0.6946020012848548,0.7220516457419193,0.5508941386038794,0.515503018686046,0.6014009325887046,0.609216566362921,0.6381577030856288,0.733987645326852,0.7048092253307241,0.5940134342246726,0.7929061444428332,0.8436516629382126,0.6630230748577127
EFHD2,0.8163320579018549,0.8301170084428682,0.7903860982530254,0.7901742914441872,0.7868645325283884,0.8070428376655103,0.7820596365807823,0.7670262156166409,0.7940866405824488,0.8223008373082934,0.8162629641848949,0.775908124131521,0.800701178854809,0.7167510432498707,0.7637446101674072,0.7982453285459967,0.8809142166790734,0.8918125636139466,0.8299578775607513,0.7952017392921188
CTRC,0.666130447467179,0.624584252766211,0.7086000468843268,0.5241571968835143,0.5304062848220547,0.6365959668247054,0.7250815719418641,0.6023737739281526,0.7060404803540656,0.4403940752448717,0.4324992944318014,0.590153504190175,0.5359177392114188,0.576874988314658,0.7136340315730899,0.6492361085768544,0.5125863941764075,0.4751590380164867,0.7628086384569984,0.6970597274239234
CELA2A,0.835636880910939,0.767907016755836,0.843210317800663,0.820373418473549,0.8263100528655001,0.780419951930199,0.818462047553657,0.827751878474768,0.867826454231306,0.777285532601743,0.8990275648330661,0.797675001924603,0.8079731579607341,0.786807859879582,0.8777842337156369,0.797522184042364,0.88724500901441,0.858781612882488,0.862336132246883,0.863809413036131
CELA2B,0.985488899401447,0.986775785311479,0.985618959320678,0.982650566282968,0.9871556354664992,0.984997311469508,0.9882661765105992,0.984768620418382,0.9865738003042868,0.9874051684727582,0.989276566450319,0.9873944146768192,0.9844276267622,0.9901540527368548,0.989437228252062,0.987242449419854,0.986148739477084,0.9856065817846488,0.9871271828327508,0.986952887247288
DNAJC16,0.7536862704237356,0.7351342239799065,0.7312108651492507,0.7436285187441005,0.738288632308844,0.7284276205682567,0.7272467988033285,0.7420037393721858,0.7544633549718279,0.732416276565298,0.7273793170247664,0.7318216631469195,0.7283667621183643,0.7465429436865572,0.7716941705458515,0.7311751858974501,0.7634227525480247,0.7456090788968993,0.742342415560655,0.7354528465309349
AGMAT,0.336979408111127,0.0985219481605051,0.0950968900383654,0.3791491305415533,0.4523626310145793,0.1827797050830019,0.2658887949506471,0.1559945972787839,0.1201640397812228,0.0581141856034825,0.3945122907507936,0.119310644210832,0.1383544730111842,0.0938412962958968,0.075134777424855,0.2097549918753421,0.0807310300299054,0.0777200921234836,0.4272657613417068,0.1649761497419633
DDI2,0.8126882755211866,0.4229299137231444,0.8178424541404815,0.9404546968969434,0.7827221191232345,0.7727583917266256,0.75444589860962,0.7453589080724683,0.839536445569317,0.8873565835760489,0.5022418841935115,0.7093584477957047,0.8503206276596811,0.5242270113782319,0.790144197357506,0.7368376951991723,0.6697645995199085,0.8873841155422505,0.8891222507915973,0.5908763104110577
PLEKHM2,0.8623160894551304,0.8543010216464115,0.8245625543207106,0.8320729206288631,0.8519002854301234,0.8458285220040473,0.8283878859119139,0.8148249851053121,0.8498672269519465,0.7627324881634786,0.7107124727703839,0.8065361323151955,0.8185004966875463,0.8324168934438316,0.8863455132066332,0.8242401975052172,0.7803168903358625,0.8466354211400284,0.8797082149144589,0.8754284104626026
SLC25A34,0.775446089518381,0.6877558181907949,0.639522354373858,0.583175476006973,0.610538777545875,0.655582894740224,0.680192415429575,0.534535851972516,0.57141534776433,0.311754865799961,0.487935464092719,0.547168326921848,0.363830824719555,0.770223536165283,0.834588214383598,0.559869322507084,0.518247067394658,0.588877221144645,0.568427591682036,0.738115943380195
