,Term,combined_pval,combined_z,fdr_bh,matched_genes,rna_lead_genes,cnv_lead_genes,dna_lead_genes,rna_nes,cnv_nes,dna_nes,rna_wcos,cnv_wcos,dna_wcos,mpes
5,HALLMARK_COMPLEMENT,2.916455873283686e-09,-5.936232810981761,8.955918309794029e-08,ACTN2;AKAP10;ANXA5;APOA4;APOC1;ATOX1;BRPF3;C1QA;C1R;C3;CA2;CALM3;CBLB;CCL5;CDA;CDH13;CDK5R1;CFB;CFH;COL4A2;CP;CTSC;CTSO;CTSS;CXCL1;DOCK10;DOCK4;DPP4;DUSP5;EHD1;F10;F2;F3;F5;FCER1G;FCN1;FDX1;GCA;GMFB;GNAI2;GNAI3;GNB2;GNB4;GNG2;GNGT2;GP1BA;GP9;GZMA;GZMB;GZMK;HPCAL4;HSPA5;IL6;IRF1;IRF2;JAK2;KCNIP3;KLK1;KLKB1;KYNU;L3MBTL4;LAP3;LCP2;LRP1;LTA4H;LTF;ME1;MMP13;MMP14;MMP15;MMP8;MT3;NOTCH4;OLR1;PCLO;PCSK9;PDGFB;PFN1;PIK3CG;PIM1;PLA2G4A;PLEK;PLSCR1;PPP4C;PRDM4;PREP;PRSS3;PRSS36;RABIF;RAF1;RHOG;RNF4;S100A12;S100A9;SERPINC1;SH2B3;SIRT6;SPOCK2;STX4;TFPI2;TIMP2;TMPRSS6;TNFAIP3;USP15;ZFPM2,PIM1;KLKB1;L3MBTL4;FDX1;F5;EHD1;CDK5R1;MMP15;KCNIP3;FCN1;PREP;CTSC;KYNU;CFH;S100A12;PLA2G4A;TIMP2;SPOCK2;DPP4;F10;MT3;CXCL1;S100A9;ACTN2;GNG2;F2;GZMB;TFPI2;LRP1;GNGT2;PCSK9;CP;GCA;CTSS;COL4A2;IL6;C1R;MMP8;C1QA;CDA;TNFAIP3,CDH13;MT3;MMP15;EHD1;CTSC;MMP8;MMP13;APOA4;FDX1,AKAP10;ATOX1;PCSK9;GNG2;L3MBTL4;PLA2G4A;COL4A2;GZMA;KLKB1;IL6;GP9;PREP;PRSS3;DUSP5;S100A12;MMP15;ZFPM2;CFH;TIMP2;FCN1;USP15;SPOCK2;LCP2;CFB,-1.2262411648611655,-1.086856220007138,-1.3924358789783922,-0.15792628503561043,-9.92328314968328e-18,-0.02514142359749897,-3.050965265084113
13,HALLMARK_ESTROGEN_RESPONSE_EARLY,3.9804081376862355e-09,5.885005475766211,8.955918309794029e-08,ABCA3;ADCY1;ADCY9;AFF1;AKAP1;AMFR;ANXA9;AREG;ARL3;B4GALT1;BCL2;BHLHE40;BLVRB;CBFA2T3;CCND1;CELSR1;CELSR2;CHPT1;CLDN7;CLIC3;CYP26B1;DHRS3;DLC1;EGR3;ELOVL2;ELOVL5;ENDOD1;ESRP2;FAM102A;FARP1;FASN;FDFT1;FKBP4;FOS;FRK;GAB2;GREB1;HES1;HSPB8;IGF1R;IGFBP4;IL17RB;INHBB;INPP5F;ISG20L2;ITPK1;JAK2;KCNK15;KCNK5;KDM4B;KLF10;KLF4;KRT15;KRT19;KRT8;LAD1;LRIG1;MED13L;MICB;MPPED2;MREG;MYC;NADSYN1;NAV2;NPY1R;NRIP1;OLFM1;OLFML3;OPN3;OVOL2;PEX11A;PGR;PPIF;PRSS23;PTGES;RAB17;RAB31;RAPGEFL1;RHOBTB3;RHOD;RPS6KA2;SEC14L2;SIAH2;SLC19A2;SLC1A1;SLC22A5;SLC24A3;SLC26A2;SLC2A1;SLC37A1;SLC7A5;SLC9A3R1;SNX24;STC2;SULT2B1;SYNGR1;SYT12;TFAP2C;TFF1;TFF3;THSD4;TIAM1;TIPARP;TJP3;TSKU;TTC39A;TUBB2B;UGCG,SIAH2;STC2;ELOVL5;ELOVL2;NPY1R;PGR;GREB1;THSD4;KDM4B;PEX11A;CELSR1;SLC9A3R1;MREG;CCND1;SEC14L2;NRIP1;SLC22A5;ANXA9;BCL2;TSKU;TFF1;FASN;BLVRB;TTC39A;LRIG1;IGF1R;AMFR;BHLHE40;RAB17;ARL3;MED13L;B4GALT1;FKBP4;SYNGR1;ADCY9;SLC19A2,TSKU;CCND1;SYT12;RHOD;ABCA3;ADCY9,MICB;ADCY9;BHLHE40;PRSS23;FASN;GAB2;TFF1;NAV2;SLC24A3;CCND1;TUBB2B;SLC1A1;SLC19A2;SIAH2;ARL3;TSKU;STC2;PGR;TFF3;RHOBTB3;HSPB8;LRIG1;KRT19;ADCY1;OLFM1;CHPT1;MREG;FRK;HES1;SEC14L2;KRT8;BCL2,1.437507466109832,1.7632681993497972,-0.8028813547371705,0.14091408612334916,0.07116214313508008,-2.313224058975465e-17,4.256722402248304
14,HALLMARK_INTERFERON_ALPHA_RESPONSE,8.530486431096757e-09,-5.75762645158564,1.2795729646645136e-07,B2M;BATF2;BST2;CMPK2;CNP;DDX60;DHX58;GBP2;GBP4;GMPR;HLA-C;IFI30;IFI35;IFI44;IFIT2;IL4R;IL7;IRF1;IRF2;IRF9;ISG20;LAMP3;LAP3;LGALS3BP;NMI;NUB1;OGFR;PARP12;PARP14;PLSCR1;PNPT1;PROCR;PSME2;RIPK2;RNF31;RSAD2;RTP4;SAMD9;SAMD9L;SELL;SLC25A28;STAT2;TAP1;TDRD7;TMEM140;TRIM21;TRIM25;TRIM26;TXNIP;UBA7;USP18,GMPR;IL7;RTP4;LAMP3;TRIM25;IFI30;BATF2;NMI;B2M;TAP1;PLSCR1;OGFR;TRIM21;GBP4;IRF1;IFI44;IRF9;SELL;PROCR;PARP14;RSAD2;CMPK2;RIPK2;LGALS3BP;LAP3;PNPT1;SAMD9L;PARP12;HLA-C;USP18;PSME2;TMEM140;NUB1;GBP2;SAMD9;IFIT2;STAT2;UBA7;CNP;ISG20;TXNIP;RNF31;DDX60;SLC25A28;IFI35;TRIM26;IL4R;BST2;DHX58;IRF2;TDRD7,IL4R,STAT2;LAMP3;PSME2;ISG20;GBP4;TXNIP;IL4R;BATF2;DDX60;PARP12;LGALS3BP;TDRD7;PROCR;TAP1;LAP3;BST2;B2M;DHX58;IRF2;PARP14;TRIM21;RTP4;OGFR;NUB1,-1.3022640021438256,0.4998722331062358,0.8711303715122413,-0.14800710594309097,0.0004101742575272996,0.08477354907529995,-0.7538879730221024
2,HALLMARK_IL6_JAK_STAT3_SIGNALING,4.355256455331997e-07,5.052736024465275,4.899663512248496e-06,A2M;CBL;CCL7;CD38;CD9;CSF2;CSF2RB;CXCL1;CXCL13;CXCL3;CXCL9;EBI3;HMOX1;IFNAR1;IFNGR1;IFNGR2;IL10RB;IL17RA;IL17RB;IL18R1;IL1B;IL1R1;IL2RA;IL4R;IL6;IL7;INHBE;IRF1;IRF9;ITGA4;ITGB3;LTBR;MAP3K8;MYD88;OSMR;PDGFC;PF4;PIM1;PTPN1;PTPN11;REG1A;SOCS1;SOCS3;STAM2;STAT2;TGFB1;TLR2;TNF;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF21;TYK2,PIM1;TNFRSF12A;IL7;IL18R1;TNFRSF21;SOCS1;SOCS3;CXCL3;CXCL1;CSF2;CCL7;IL2RA;TNFRSF1B;CBL;A2M;INHBE;IL6;HMOX1;TLR2;ITGA4;PF4;CD38;TGFB1;CXCL13;CXCL9;TNF;EBI3;REG1A;IRF1;IRF9;CSF2RB,SOCS1;IL4R;TNFRSF12A,CD38;SOCS1;STAT2;PIM1;TNFRSF1B;IFNAR1;CD9;CXCL9;IL17RA,-0.9848071088335022,1.0354072719499725,1.085360960291342,-0.24237133550402373,0.012711077038515395,0.06266702542078344,-1.4434501989436312
17,HALLMARK_COAGULATION,3.567725957892092e-06,-4.635095578011593,3.210953362102883e-05,A2M;ACOX2;ANXA1;APOA1;APOC1;APOC2;APOC3;ARF4;BMP1;C1QA;C1R;C3;C8A;C8B;C8G;CAPN2;CAPN5;CD9;CFB;CFD;CFH;CFI;COMP;CPN1;CRIP2;CTSK;CTSO;DPP4;DUSP14;F10;F11;F12;F13B;F2;F3;FBN1;FGA;FURIN;GDA;GNB2;GNG12;GP1BA;GP9;HTRA1;ITGA2;ITGB3;KLF7;KLKB1;LEFTY2;LRP1;LTA4H;MASP2;MMP10;MMP11;MMP14;MMP15;MMP2;MMP7;MMP8;MMP9;MSRB2;OLR1;PDGFB;PEF1;PF4;PLEK;PREP;PROC;PROZ;PRSS23;RABIF;SERPINC1;SH2B2;SPARC;TF;TFPI2;THBS1;TMPRSS6;VWF,TMPRSS6;CFB;F3;MSRB2;MMP10;CTSO;CAPN2;PEF1;PRSS23;GNB2;GP9;GNG12,CAPN5,VWF;BMP1;KLKB1;A2M;FGA;PRSS23;CAPN5;F11;GP9;PREP;APOC3;FBN1;THBS1;ACOX2;MMP15;CFH;HTRA1,0.2897045267697491,1.1632692494309709,-1.021818618180737,2.1515725451902343e-05,0.005373750791256625,-2.2110401851712618e-17,2.4642154862378094
19,HALLMARK_DNA_REPAIR,4.6549575204331874e-06,4.579766304907744,3.491218140324891e-05,AAAS;ADA;AK1;ARL6IP1;BRF2;CCNO;CDA;CMPK2;COX17;CSTF3;DDB1;DDB2;DGCR8;EDF1;EIF1B;ELL;ERCC3;ERCC4;ERCC5;GTF2A2;GTF2B;GTF2F1;GTF2H3;GTF2H5;HCLS1;IMPDH2;LIG1;MRPL40;NME3;NPR2;NT5C;NUDT21;PNP;POLA2;POLB;POLD1;POLD3;POLE4;POLH;POLL;POLR1D;POLR2A;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR3C;POLR3GL;PRIM1;RAD52;RALA;RBX1;REV3L;RFC3;RNMT;RPA2;RPA3;RRM2B;SAC3D1;SEC61A1;SF3A3;SNAPC4;SNAPC5;SSRP1;STX3;SUPT4H1;SURF1;TAF10;TAF13;TK2;TMED2;TSG101;TYMS;VPS37B;VPS37D,POLD3;ARL6IP1;DDB2;TSG101;CCNO;NME3;SURF1;MRPL40;ERCC4;VPS37D;SNAPC5;COX17;TMED2;POLB;POLL;EIF1B;PRIM1;RBX1;RAD52;CSTF3;POLR2A;GTF2H5;RNMT;GTF2H3;ERCC3;ERCC5;GTF2B;GTF2A2;AAAS,POLD3;ARL6IP1;ERCC4;NME3;GTF2H3;TMED2;VPS37B,CMPK2;ERCC4;STX3;TYMS;ELL;SNAPC5;POLD3;POLR2A,0.8583896065999927,1.0326638456250896,-0.427354869043351,3.046121379424001e-17,0.027042835092240567,-4.9275157569757763e-05,2.4427979225185292
7,HALLMARK_INTERFERON_GAMMA_RESPONSE,1.0041423956146315e-05,4.416279480248506,5.648300975332302e-05,APOL6;ARID5B;B2M;BATF2;BST2;BTG1;C1R;CCL2;CCL5;CCL7;CD38;CD86;CFB;CFH;CIITA;CMPK2;CSF2RB;CXCL9;DDX60;DHX58;FPR1;GBP4;GBP6;GZMA;HLA-A;HLA-B;HLA-DMA;HLA-DRB1;HLA-G;ICAM1;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IL2RB;IL4R;IL6;IL7;IRF1;IRF2;IRF8;IRF9;ISG20;ISOC1;ITGB7;JAK2;KLRK1;LAP3;LATS2;LCP2;LGALS3BP;MT2A;MX2;MYD88;NAMPT;NFKBIA;NLRC5;NMI;NOD1;NUP93;OAS3;OGFR;PARP12;PARP14;PFKP;PIM1;PLA2G4A;PLSCR1;PNP;PNPT1;PSMA2;PSMB10;PSMB2;PSME2;PTGS2;PTPN1;PTPN6;RIPK1;RIPK2;RNF213;RNF31;RSAD2;RTP4;SAMD9L;SAMHD1;SECTM1;SELP;SLAMF7;SLC25A28;SOCS1;SOCS3;SPPL2A;SRI;ST3GAL5;ST8SIA4;STAT2;STAT4;TAP1;TDRD7;TNFAIP2;TNFAIP3;TNFAIP6;TNFSF10;TOR1B;TRIM21;TRIM25;TRIM26;TXNIP;USP18;VAMP5;VAMP8;ZNFX1,PFKP;PIM1;PNP;HLA-A;NUP93;IL7;PTGS2;SOCS1;LATS2;ICAM1;CFH;SOCS3;NLRC5;HLA-B;ITGB7;PLA2G4A;HLA-DMA;CCL2;RTP4;HLA-G;TRIM25;IFI30;IRF8;BATF2;KLRK1;CIITA;PSMA2;CCL7;NMI;MX2;IL2RB;IL6;B2M;C1R;TNFAIP3;PSMB10;FPR1;GBP6;TAP1;VAMP5;SAMHD1;CD38;MT2A;LCP2;CCL5;GZMA,CIITA;SOCS1;IL4R,CD38;ST3GAL5;PTGS2;SOCS1;STAT2;PIM1;PSME2;CCL5;KLRK1;RIPK1;ISG20;HLA-DRB1;HLA-A;GBP4;CXCL9;TNFAIP2;TXNIP;IL4R;BATF2;MT2A;DDX60;GBP6;PARP12;IDO1;ST8SIA4;LGALS3BP;TDRD7,-1.0,0.5499513153817457,1.190988463637049,-0.12570908341086134,0.0005435982844987101,0.0770881913811057,-0.6639221067344343
9,HALLMARK_ALLOGRAFT_REJECTION,9.51287332487809e-06,4.427959555757807,5.648300975332302e-05,ACVR2A;B2M;BCAT1;BCL10;BCL3;CAPG;CARTPT;CCL11;CCL19;CCL2;CCL22;CCL5;CCL7;CCND2;CD1D;CD2;CD28;CD3E;CD3G;CD4;CD7;CD80;CD86;CRTAM;CTSS;CXCL13;CXCL9;EGFR;EIF3A;EIF3D;EIF3J;EIF4G3;ELANE;EREG;ETS1;F2;F2R;GALNT1;GBP2;GLMN;GPR65;GZMA;GZMB;HCLS1;HLA-A;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DRA;HLA-E;HLA-G;ICAM1;IFNG;IFNGR1;IFNGR2;IKBKB;IL10;IL11;IL12A;IL12B;IL13;IL16;IL18RAP;IL1B;IL2;IL27RA;IL2RA;IL2RB;IL4R;IL6;IL7;IL9;INHBA;INHBB;IRF8;ITK;JAK2;KRT1;LCP2;LIF;LY75;LY86;MMP9;MRPL3;NCK1;NOS2;PF4;PRKCG;PSMB10;PTPN6;RIPK2;RPL3L;RPS19;RPS3A;RPS9;SIT1;SOCS1;SRGN;ST8SIA4;STAB1;STAT4;TAP1;TGFB1;THY1;TLR1;TLR2;TLR3;TLR6;TNF;TRAF2;TRAT1;UBE2D1;UBE2N;ZAP70,CAPG;HLA-A;RPS19;IL7;LIF;HLA-E;SOCS1;LY75;ICAM1;EGFR;IL13;HLA-DMA;CCL2;IL12A;BCAT1;PRKCG;HLA-G;ZAP70;IL12B;F2;GZMB;IRF8;MMP9;HLA-DMB;CCL7;CCND2;IL2RA;IL18RAP;CD7;CTSS;CD3E;CD28;STAB1;IL2RB;CCL22;IL11;IL6;B2M;HLA-DRA;IL10;IL27RA;ITK;GLMN;PSMB10;TLR2;CD3G;PF4;CD2;TAP1;CD4;RPS9;LCP2;CCL5;GZMA;TGFB1;SIT1;CRTAM;NOS2;TRAT1;HCLS1;CD80;CXCL13;CXCL9;ETS1;IFNG;SRGN;RPS3A;IL9;TNF,IRF8;PSMB10;CCL22;CRTAM;CD3G;THY1;CD3E;ETS1,KRT1;TLR2;HLA-DOB;GZMA;IL6;ETS1;GPR65;IKBKB;IL12B;CAPG;RIPK2;TRAT1;RPL3L;IL2RA;IL7;CCL7;TLR3;CD80;CRTAM;IL13;LCP2;EIF3J;IFNG;IRF8;CD1D;CD3G;CCL11;MRPL3,-1.0,-0.9943084087672468,-1.090362127787367,-0.1743009410482161,-7.42400083892247e-18,-2.6379291999612833e-17,-2.4494897427831788
8,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.379858858259298e-05,4.347041870804738,6.89929429129649e-05,ABI3BP;ANPEP;AREG;BASP1;BMP1;CAP2;CAPG;CDH11;CDH2;CDH6;COL16A1;COL1A1;COL1A2;COL3A1;COL4A1;COL4A2;COL5A1;COL5A2;COL5A3;COL6A2;COL7A1;COL8A2;COMP;CRLF1;CTHRC1;CXCL1;CXCL6;DAB2;DKK1;DPYSL3;DST;EDIL3;EFEMP2;EMP3;ENO2;FAP;FBLN5;FBN1;FBN2;FGF2;FMOD;FSTL1;FSTL3;FUCA1;GADD45A;GADD45B;GLIPR1;GPC1;GPX7;GREM1;HTRA1;ID2;IGFBP2;IGFBP4;IL6;INHBA;ITGA2;ITGA5;ITGB3;ITGB5;LAMA1;LAMC1;LGALS1;LOX;LOXL1;LOXL2;LRP1;LUM;MATN3;MFAP5;MGP;MMP14;MMP2;MSX1;NID2;NOTCH2;NT5E;NTM;OXTR;PCOLCE;PCOLCE2;PDGFRB;PLOD1;PLOD3;PPIB;SCG2;SDC4;SERPINH1;SFRP1;SFRP4;SGCB;SGCG;SLIT2;SLIT3;SNAI2;SNTB1;SPARC;SPOCK1;TFPI2;TGFB1;TGFBI;TGFBR3;THBS1;THBS2;THY1;TNC;TNFAIP3;TNFRSF11B;TNFRSF12A;TPM4;VEGFC;VIM;WNT5A,GADD45A;CXCL6;CAPG;GPX7;TNFRSF12A;PCOLCE2;SERPINH1;BMP1;EMP3;PLOD3;NT5E;FBN2;LOX;VIM;LAMC1;CXCL1;CDH2;GADD45B;COL6A2;COL4A1;TFPI2;MSX1;LRP1;DAB2;SNTB1;COL4A2;SGCB;IL6;PLOD1;CRLF1;FBLN5;SLIT2;ID2;ABI3BP;TNFAIP3;FSTL1;TNFRSF11B;SLIT3;SCG2;LOXL2;EFEMP2;AREG;FGF2;DPYSL3;TGFB1;PCOLCE;IGFBP2;PPIB,MMP2;CDH11;NTM;EFEMP2;THY1;FBN2;DPYSL3;PDGFRB;SPARC,PCOLCE2;THBS2;FAP;GLIPR1;COL6A2;TNC;COL4A2;BMP1;CDH6;IL6;COL5A1;DPYSL3;COL4A1;SFRP1;FBN2;COL1A2;SGCB;CAPG;LAMC1;FBN1;THBS1;HTRA1;PDGFRB;DAB2;CDH2;ABI3BP;TGFBI,-1.0,-0.8057416805626588,-1.3776330679043327,-0.13128710784828507,-6.8552479605167136e-18,-0.09599880011297042,-4.7309037196728285
12,HALLMARK_ESTROGEN_RESPONSE_LATE,0.030034711644647917,2.169632310494748,0.13515620240091564,ABCA3;ACOX2;AFF1;AGR2;AMFR;ANXA9;AREG;ARL3;BATF;BCL2;BLVRB;CA2;CAV1;CCND1;CD9;CDC20;CDC6;CDH1;CELSR2;CHPT1;CKB;CLIC3;COX6C;CPE;CXCL14;CYP26B1;DCXR;DLG5;DNAJC1;DNAJC12;DUSP2;EGR3;ELOVL5;EMP2;ETFB;FABP5;FAM102A;FARP1;FDFT1;FKBP4;FOS;FRK;GAL;GINS2;HSPA4L;HSPB8;ID2;IDH2;IGFBP4;IL17RB;IMPA2;ISG20;ITPK1;JAK1;JAK2;KCNK5;KIF20A;KLF4;KRT19;LTF;MAPK13;METTL3;MICB;NAB2;NMU;NPY1R;NRIP1;OLFM1;OPN3;OVOL2;PCP4;PERP;PGR;PLK4;PPIF;PRKAR2B;PRLR;PRSS23;PTGES;PTPN6;RAB31;RAPGEFL1;RNASEH2A;RPS6KA2;S100A9;SERPINA3;SERPINA5;SGK1;SIAH2;SLC22A5;SLC24A3;SLC26A2;SLC2A8;SLC7A5;SLC9A3R1;SNX10;SORD;ST14;ST6GALNAC2;SULT2B1;TFAP2C;TFF1;TFF3;TFPI2;TIAM1;TJP3;TNNC1;TOP2A;TRIM29;TSPAN13;TST;UGDH;UNC13B;ZFP36,SERPINA5;SIAH2;ELOVL5;NPY1R;PGR;COX6C;DNAJC12;SERPINA3;UNC13B;SLC9A3R1;ST6GALNAC2;DLG5;CCND1;DNAJC1;PRKAR2B;NRIP1;SLC22A5;PRLR;ANXA9;BCL2;TFF1;BLVRB;TSPAN13;AMFR;UGDH,CCND1;GAL;ABCA3;EMP2,SNX10;COX6C;MICB;ZFP36;PRSS23;CXCL14;TFF1;SLC24A3;ACOX2;CCND1;SIAH2;ARL3;PRKAR2B,1.480092790188643,1.491738907145938,-0.7978677527908485,0.10377857980446428,0.01900307378205007,-9.565753964396111e-18,3.1425710901502817
