gene_name,tm1,tm2,tm3,tm4,tm5,tm6,tm7,tm8,tm9,tm10,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10
ARHGEF16,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
MEGF6,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TPRG1L,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TP73,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CCDC27,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
LRRC47,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
DFFB,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
C1orf174,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
NPHP4,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CHD5,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
RPL22,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
RNF207,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
ICMT,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
HES3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
GPR153,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
ACOT7,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
HES2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
ESPN,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PLEKHG5,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
NOL9,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
ZBTB48,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
KLHL21,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PHF13,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
THAP3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
DNAJC11,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CAMTA1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
VAMP3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PER3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TNFRSF9,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
ERRFI1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SLC45A1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
ENO1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CA6,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SLC2A7,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SLC2A5,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
GPR157,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
H6PD,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SPSB1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SLC25A33,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TMEM201,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PIK3CD,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
LZIC,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
RBP7,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
KIF1B,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PGD,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PEX14,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CASZ1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
C1orf127,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
MASP2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SRM,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
MTOR,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
FBXO2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
FBXO6,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
MTHFR,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CLCN6,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
NPPA,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
NPPB,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
KIAA2013,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PLOD1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
MIIP,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TNFRSF8,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TNFRSF1B,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
DHRS3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
AADACL4,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
C1orf158,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
FHAD1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
EFHD2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CTRC,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CELA2A,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
CELA2B,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
DNAJC16,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
AGMAT,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
DDI2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
PLEKHM2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
SLC25A34,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
TMEM82,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,4,2,1
FLJ37453,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,2,1
SPEN,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,2,1
ZBTB17,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,6,2,1
HSPB7,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,6,2,1
FAM131C,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,3,2,1
EPHA2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,2,1
ARHGEF19,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,2,1
FBXO42,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,2,1
SPATA21,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,4,2,1
ESPNP,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,1
CROCC,2,2,3,2,2,2,2,2,2,2,2,4,2,2,3,2,2,4,2,1
SDHB,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PADI2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PADI1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PADI3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PADI4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PADI6,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ACTL8,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
IGSF21,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TAS1R2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
IFFO2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
UBR4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MRTO4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
AKR7A3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
AKR7A2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CAPZB,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HTR6,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TMCO4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
OTUD3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PLA2G2E,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PLA2G2D,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PLA2G2F,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PLA2G2C,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
UBXN10,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
VWA5B1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CAMK2N1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MUL1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CDA,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PINK1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
DDOST,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HP1BP3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
EIF4G3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MIR1256,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ECE1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
USP48,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
LDLRAD2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HSPG2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
WNT4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
EPHA8,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
C1QA,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
C1QB,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TCEA3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
E2F2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ID3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MDS2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RPL11,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
LYPLA2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
FUCA1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CNR2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MYOM3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
IL22RA1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GRHL3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
NIPAL3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RCAN3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SRRM1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,7,2,1
CLIC4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RUNX3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TMEM50A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
LDLRAP1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MAN1C1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PAQR7,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
STMN1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PAFAH2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
EXTL1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TRIM63,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZNF593,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CATSPER4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SH3BGRL3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HMGN2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RPS6KA1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZDHHC18,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GPN2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GPATCH3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
NUDC,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
NR0B2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SLC9A1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
WDTC1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TMEM222,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SYTL1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MAP3K6,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CD164L2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
WASF2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
AHDC1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
STX12,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RPA2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SMPDL3B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
XKR8,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
EYA3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
DNAJC8,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SESN2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
YTHDF2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
OPRD1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TMEM200B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MATN1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
LAPTM5,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SDC3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
NKAIN1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
SNRNP40,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
SERINC2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
TINAGL1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
HCRTR1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
PEF1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
COL16A1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
SPOCD1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
KHDRBS1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
TMEM39B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
KPNA6,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
TXLNA,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
CCDC28B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
DCDC2B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
EIF3I,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
FAM167B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
HDAC1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
MARCKSL1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
KIAA1522,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
HPCA,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
TMEM54,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,2,2,4,2,1
TRIM62,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZNF362,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PHC2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZSCAN20,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CSMD2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GJB5,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GJB4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GJA4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
DLGAP3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZMYM6,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZMYM1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SFPQ,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZMYM4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
KIAA0319L,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TFAP2E,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PSMB2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
C1orf216,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CLSPN,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TEKT2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
COL8A2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TRAPPC3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MAP7D1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
THRAP3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
STK40,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
LSM10,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
OSCP1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MRPS15,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GRIK3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZC3H12A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MEAF6,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SNIP1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
DNALI1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GNL2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RSPO1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
C1orf109,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CDCA8,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
EPHA10,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
YRDC,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MTF1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
INPP5B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SF3A3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
FHL3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RRAGC,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MYCBP,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GJA9,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RHBDL2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MACF1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
BMP8A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HEYL,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
NT5C1A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HPCAL4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
BMP8B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TRIT1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RLF,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZMPSTE24,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
COL9A2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SMAP2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZNF684,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RIMS3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
EDN2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GUCA2B,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GUCA2A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
FOXJ3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RIMKLA,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CCDC30,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PPIH,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
YBX1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZNF691,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
SLC2A1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
FAM183A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TMEM125,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TIE1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MPL,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CDC20,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ELOVL1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HYI,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
KDM4A,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
IPO13,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CCDC24,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
KLF17,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ERI3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
RNF220,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TMEM53,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
KIF2C,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
BEST4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
PLK3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TCTEX1D4,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
BTBD19,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
HECTD3,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
UROD,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
ZSWIM5,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TOE1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TESK2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MMACHC,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
CCDC17,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
GPBP1L1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
MAST2,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
TSPAN1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
LRRC41,2,2,3,2,2,2,2,2,3,2,2,4,2,2,3,2,2,4,2,1
