gene_name,tm1,tm2,tm3,tm4,tm5,tm6,tm7,tm8,tm9,tm10,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10
DPM1,113.9613,208.1272,62.7215,116.5995,66.26,96.4909,103.9729,92.7573,84.4626,213.2729,86.086,139.1817,256.7227,85.5052,132.1468,93.6497,16.6135,214.1873,91.5722,94.409
CFH,13.0406,14.4074,92.5208,138.061,77.9234,52.9931,33.1148,196.4262,94.4598,2.9104,98.6264,21.3909,10.701,47.3723,23.9956,49.8771,0.1268,3.5179,85.7947,25.2874
FUCA2,49.6999,44.1815,169.326,67.3433,49.9376,50.2779,28.8386,58.606,22.2972,70.8122,24.2999,51.1154,102.8981,42.37,45.3165,52.8544,10.0106,90.1925,50.7396,41.7101
GCLC,34.867,312.5424,260.3689,12.5353,10.5766,16.4468,51.5106,18.8468,1.0182,12.867,14.3087,12.1788,25.7068,9.5684,13.038,2.4008,3.0583,14.7786,14.982,11.6186
NIPAL3,34.6726,8.8737,6.6955,59.1944,39.5409,34.5187,35.4187,19.8836,23.4159,15.6011,48.3,16.9243,19.5864,28.975,27.1373,48.2823,1.5792,16.0884,61.3813,7.4283
ENPP4,62.7467,1.5929,12.6182,24.7561,13.2868,25.7529,59.3964,45.9895,34.9792,24.8251,13.3046,35.7577,27.8769,22.0707,10.1732,28.9715,3.7537,11.1136,25.1682,39.6126
SEMA3F,120.1161,46.1135,22.2194,117.9956,44.4586,30.8488,110.0698,19.4991,15.8322,5.7126,31.917,28.6396,24.0019,17.6608,47.6155,18.6505,37.299,13.375,66.9559,37.217
CFTR,0.1565,0.062,0.519,0.162,0.1352,0.1978,0.9848,52.8177,25.2585,66.4111,1.8119,7.694,131.1123,0.1231,0.1262,3.6683,21.6071,6.4052,1.0827,56.4371
ANKIB1,45.1209,21.2121,21.7061,21.285,13.3306,28.1624,67.0956,50.5502,20.6135,18.0297,42.5636,25.9385,39.7555,26.2782,72.4895,24.2834,2.4997,12.7876,28.588,17.1366
RAD52,9.2367,7.4611,11.6319,17.7316,6.5296,8.3786,10.7666,8.9715,7.8106,7.1984,11.0156,8.5022,6.6183,7.7828,5.861,2.8036,2.1085,6.9599,8.8736,2.217
MYH16,0.1039,0.1222,0.2802,0.0,0.04,0.0577,0.1002,0.8854,0.1244,0.1413,0.0276,0.0368,0.2019,0.143,0.29,0.1483,0.0041,0.0,0.0416,0.0203
LAP3,110.6242,86.8507,92.8163,57.6066,64.7984,92.5025,154.7649,143.6531,63.6132,78.4727,96.4039,129.0846,118.8291,151.278,678.3737,100.8643,4.7633,52.0767,80.9318,91.4906
HS3ST1,1.6518,1.3059,8.5185,2.691,2.4971,2.2923,1.6921,8.6233,54.2902,6.3897,4.1902,1.6228,6.8005,3.1973,3.7887,9.1816,1.9364,7.4081,1.4548,2.9207
HECW1,1.181,0.7742,0.3196,0.04,0.009,0.1568,0.3664,0.9053,0.1229,0.1119,0.1436,0.0389,0.3473,0.0693,0.4425,0.2181,0.0019,0.3924,0.2638,0.0184
LASP1,212.3018,70.281,154.4362,114.2283,89.1955,67.8845,203.2342,131.4257,124.9908,189.1297,113.4717,82.2628,227.5812,131.9014,196.8399,167.252,3.1228,61.7424,93.8303,32.222
CYP26B1,1.2898,3.1038,13.1929,4.2613,1.0302,11.0234,2.0678,6.6122,0.569,0.3887,6.8369,7.5571,2.1713,6.2688,23.2179,2.4474,0.0776,0.3989,3.9053,2.7052
RBM5,25.6054,14.553,14.8648,43.8216,18.8911,23.1511,57.2302,35.9309,30.6042,16.9391,31.6601,29.1395,17.56,21.7271,29.1304,18.4983,5.0945,8.1251,29.6427,8.7286
MTMR7,0.4609,0.2669,1.3774,5.3199,3.1164,1.4298,0.6383,11.0256,0.5149,0.1769,0.9421,1.0159,0.2022,0.8555,0.3319,0.658,0.0711,0.5871,4.6156,0.6096
ARF5,202.7378,129.2888,162.365,153.0089,130.1322,115.6993,183.6798,151.5917,188.1058,183.5327,207.2346,168.8018,268.8843,134.7754,176.6858,122.5291,50.3612,279.2583,122.1044,89.9069
SARM1,1.1354,2.5952,0.8529,2.0917,1.5848,2.6826,1.0097,3.4144,3.4884,1.3892,1.9278,1.8596,2.1446,1.7636,1.2001,2.2631,0.1308,0.7626,2.3027,0.6262
POLDIP2,189.7248,256.9182,196.5179,100.316,93.4473,131.7593,144.5745,103.8743,162.7217,180.1,178.2511,124.9679,230.2239,95.4273,135.1549,188.6481,36.5215,194.9996,132.094,153.4733
PLXND1,45.2343,26.0596,19.075,114.5018,55.018,43.2275,58.1432,83.3162,133.5899,7.1738,21.6716,64.3634,27.0923,61.6992,61.109,207.6841,6.3407,7.2214,61.6439,45.8543
CD38,1.7194,5.2144,14.731,1.5357,3.4549,8.5827,0.3762,6.907,5.4101,0.6335,0.1904,16.7052,1.5323,10.3628,57.1542,3.9209,0.0681,0.0097,0.6126,2.047
FKBP4,233.7495,109.2217,94.4809,104.8229,34.6739,63.0172,292.1489,57.0959,41.6881,88.9409,85.4557,137.3715,152.0019,59.7558,140.9017,47.9072,10.9733,144.2763,72.1046,29.7225
HSPB6,1.2823,1.2515,0.287,0.6108,3.8008,16.3923,2.5954,34.8297,0.1655,3.9736,1.6153,5.0247,20.9064,7.8099,1.0307,2.4409,0.4514,0.5415,1.736,4.875
NDUFAB1,168.0357,145.9525,122.3764,95.8364,93.5053,98.8554,102.2888,66.4903,103.509,116.0663,69.4275,91.4844,171.9099,57.8471,96.2511,93.3329,19.7742,178.4203,74.487,109.1919
PDK4,19.0094,2.3063,6.129,136.6329,63.8011,187.5716,23.4937,165.3854,20.7084,1.2257,45.1778,70.9105,41.0609,48.09,20.3915,40.1819,6.7764,5.3269,146.6481,88.9961
SLC22A16,0.0419,0.1578,0.0362,0.0951,0.043,0.0186,0.0539,0.6705,0.0183,0.1283,1.136,0.0792,0.0652,0.2803,0.4147,0.2094,0.0066,8.0386,0.121,0.0109
ZMYND10,21.1704,0.9069,0.8808,2.4443,2.8206,3.1514,30.5749,0.692,6.7168,0.1735,1.6266,5.0064,0.2645,2.0515,1.1939,1.052,0.2065,0.7155,3.9621,0.2215
SLC4A1,0.0,0.2406,0.0276,0.0121,0.0246,0.0426,0.0103,0.0538,0.0278,0.0,0.0,0.0,0.0,0.0754,0.2141,0.0456,34.4244,0.013,0.041,490.1573
DVL2,26.0353,59.8102,25.0012,40.6166,23.9031,23.9683,19.0638,24.6037,34.3767,12.8429,40.9358,24.3619,32.8151,21.3571,21.1559,20.9137,2.9349,20.0132,32.0313,8.7394
PRSS22,25.2084,43.2482,85.8373,63.1387,31.8907,10.1738,8.192,8.0391,111.1412,58.6849,20.7702,23.1644,40.7613,5.7288,17.1646,22.9961,1.4255,26.0964,23.3243,7.3013
UPF1,81.0353,92.3116,46.437,94.7975,56.9625,56.5661,64.3747,51.4092,63.3024,106.1075,83.8968,44.9831,96.1394,79.617,82.2902,55.658,12.0189,51.5531,81.8752,45.3199
SKAP2,25.4439,19.2897,22.0589,12.1437,12.7556,17.7572,37.3522,74.9193,18.7901,81.5628,23.5049,28.1187,39.4596,35.4258,33.7782,16.593,1.8146,1.0573,17.2184,76.07
HOXA11,0.2454,0.2887,6.9918,0.1857,0.1731,0.0,1.3214,0.0775,0.0535,30.3827,6.1624,0.0,55.2095,1.1103,37.2819,0.0,0.068,6.7956,0.0984,2.014
DHX33,21.3989,39.8535,20.2937,8.7956,7.2994,10.7826,23.9152,19.1254,18.3251,13.8443,34.4996,19.3729,27.7092,10.7835,21.4407,26.0277,1.3936,27.9097,14.4488,13.479
THSD7A,1.6044,1.1572,0.2848,2.3482,1.4462,2.2142,2.9981,15.7246,1.1105,0.0816,1.2909,1.0057,0.688,1.4334,0.914,0.7064,3.6794,0.1038,2.7597,58.808
COPZ2,36.9011,54.015,11.0992,23.1043,14.9693,31.3046,47.5063,55.4916,23.5509,5.6709,22.8051,14.0928,9.1458,28.2409,21.9015,6.3896,1.4736,19.4041,33.5416,32.5799
PRKAR2B,149.2283,5.3879,4.1961,3.648,1.9908,7.1947,275.6038,50.0468,47.8564,1.3852,22.7257,17.349,3.81,29.2335,83.407,9.3525,3.8954,20.4018,3.8192,19.8198
MPO,0.1161,0.5244,0.1202,0.0527,0.0357,0.3924,0.1045,1.1923,0.0202,0.079,0.5922,0.7895,0.0722,0.347,0.5482,0.1657,0.0074,0.1323,0.3275,0.0726
PON1,1.3559,0.058,0.5853,0.0466,0.1265,0.0,0.0792,1.2195,8.7532,0.021,0.131,1.8339,0.0,0.6789,0.1967,2.6397,0.0,0.7529,0.0198,0.0
WDR54,16.3924,42.9061,6.8654,17.6361,15.4791,13.0757,13.4186,15.5912,18.7858,4.6868,15.1345,21.9125,7.5469,15.7216,13.3218,8.2382,0.8368,48.4212,10.5493,2.9319
SOX8,0.9342,0.2413,0.1581,7.2475,3.054,2.8189,0.2826,2.4985,2.8568,7.5381,35.3934,0.2595,0.7408,7.8691,31.3684,2.9812,0.6674,0.6713,2.8192,5.2207
IBTK,61.658,14.4412,47.7105,25.4694,16.5723,27.3333,59.2215,46.2787,34.8236,22.817,36.8793,19.64,25.241,28.6905,32.5111,44.3626,1.8268,17.8118,30.2613,28.1546
MYCBP2,22.0937,13.4287,4.4392,13.5224,8.8333,19.176,28.8837,41.9925,6.9882,8.9079,22.0947,11.2773,17.6575,32.9185,32.4054,10.2364,0.602,5.464,18.3235,16.5879
FBXL3,33.1622,13.1116,6.8728,30.4378,14.6801,45.4658,58.3764,40.2668,13.2479,20.6454,30.2417,17.5545,19.9516,37.6374,18.287,20.4513,1.7047,19.2053,27.708,46.7443
PDK2,27.5663,7.5213,6.628,23.3463,23.2017,26.3732,19.1088,12.0843,15.1653,15.3921,16.0813,9.5285,32.7185,11.9401,10.7465,15.6398,1.9725,3.949,32.3143,14.2312
ITGA2B,0.1294,1.4884,0.9433,0.8484,0.4868,2.3916,0.0647,0.3147,0.5387,0.0685,0.4279,0.3259,0.0783,0.3394,0.2294,0.2053,0.1321,0.2576,1.4106,1.2435
CRLF1,2.6492,0.935,3.9786,750.3369,23.4866,6.3581,3.8855,8.388,8.2233,0.5631,17.8329,1.9291,1.4809,6.3619,2.3075,116.2623,0.0175,14.7881,37.04,4.9895
OSBPL7,6.7275,8.3718,14.7998,20.076,11.2105,9.3095,4.5336,12.483,21.0159,10.0338,9.9444,12.8398,13.2649,7.1363,4.3021,10.8497,1.7999,4.8093,10.9616,4.6674
YBX2,6.1703,3.0617,2.2132,0.535,0.2812,0.7392,2.1256,0.2977,0.3081,6.362,6.8777,1.3528,17.3259,0.5704,19.0379,0.0252,2.8848,2.1598,1.0885,1.6582
KRT33A,0.0,0.4731,0.0,0.0,0.0,0.0,0.2424,0.0529,0.0,0.0,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,1.5353,0.0,0.0327
MAP3K14,15.1097,9.4351,10.563,17.6607,6.5215,15.369,12.38,19.704,4.4683,4.353,17.3801,13.1546,10.6058,23.9482,26.9604,6.95,1.0252,6.5293,13.9142,6.2699
ABCC8,7.7401,1.0652,0.0337,0.2067,0.04,0.2719,3.4584,157.4582,0.0057,0.0265,0.0069,0.9155,0.0152,0.3838,0.0042,0.975,0.0103,0.0,0.7758,0.0576
CACNG3,0.0,0.0,0.0369,0.0,0.0,0.038,0.0,0.0719,0.0372,0.0,0.0,0.0403,0.0,0.0672,0.0,0.0,0.0,0.0,0.0,0.0
ZNF263,44.6909,18.9185,11.9558,22.2892,13.4941,17.5407,25.2146,23.1055,20.9689,18.6576,32.5641,15.1355,25.1118,18.2009,21.2048,17.3431,4.963,11.0494,21.0832,15.2514
CX3CL1,42.7924,32.5299,10.5199,205.6296,87.2431,44.2515,15.6774,37.2459,168.4534,5.5414,789.2252,61.4993,15.7596,75.3938,182.1951,24.2611,16.1261,48.165,75.783,89.3981
SPATA20,69.9864,41.4673,42.0779,71.7393,55.6277,71.0754,53.0352,25.2275,66.6491,31.6824,43.6992,39.2592,34.0411,30.1049,16.4314,59.9028,24.5023,26.0254,62.5915,56.9234
TNFRSF12A,51.2803,50.8301,82.1073,439.4515,405.4411,149.999,34.5774,105.8402,400.4366,131.5518,123.9876,41.8287,195.4935,94.5412,37.5781,98.2002,8.1237,150.8756,216.297,158.8297
MAP3K9,4.2505,3.036,5.9352,9.5571,5.3209,5.61,9.9833,6.5121,16.8878,2.644,7.855,4.7646,3.0231,3.5941,7.0379,14.26,0.7058,1.3836,6.3673,1.4053
RALA,74.4637,84.2709,86.0518,77.2779,32.486,35.7972,106.2226,91.7269,44.3913,181.6182,72.41,82.3798,135.7036,54.1804,146.9709,64.9948,30.0725,84.9215,51.1868,117.1998
BAIAP2L1,33.1681,28.6431,82.3865,22.2282,15.5609,19.9728,12.131,21.0637,80.8709,46.9609,25.8669,29.2308,85.0116,12.962,23.4476,65.1748,10.2882,23.1954,19.6916,32.9283
AGK,10.5014,11.5404,10.4671,9.3289,6.0629,7.1563,13.6609,9.1451,7.843,9.2208,14.7168,10.8168,13.5729,7.775,10.5285,8.9825,2.1001,7.1064,7.5396,10.7125
TTC22,8.4676,31.7009,31.3698,7.8354,5.4782,6.4362,3.8505,9.2957,11.4874,17.4439,8.4446,5.3791,22.9667,12.3342,14.4614,9.6024,0.3736,8.3802,8.9961,1.7383
CCL26,0.4659,12.4959,2.4132,1.1455,1.3145,1.8649,0.2995,1.2748,0.4059,0.4753,0.1238,0.4401,1.087,0.8248,1.9328,0.4988,0.0369,0.4743,1.195,0.4248
FARP2,13.1266,9.6517,14.9773,3.5258,2.2272,4.156,22.0145,12.8899,8.0321,22.0941,14.7027,7.2172,15.2164,6.4418,14.1717,7.1335,0.5975,4.2642,3.9241,4.3283
GGCT,80.5916,79.9587,40.3097,53.1999,91.2548,23.6694,108.0883,28.7609,85.2154,187.3141,48.9165,38.5267,104.8674,28.0889,67.7691,46.0531,3.2711,153.9447,60.1494,18.3872
DBF4,8.9983,11.739,12.2912,5.0687,3.7936,5.7698,9.3367,9.287,4.4404,13.9994,8.958,13.4322,24.862,6.5334,32.8011,9.209,2.6873,13.7136,3.051,5.3293
COX10,12.4341,17.7476,13.0052,3.0165,4.0972,7.1585,9.8253,7.643,11.2988,7.9305,13.8598,5.9417,20.1614,6.3221,10.2264,13.1323,1.3093,12.0315,6.7538,10.312
PAF1,116.0338,122.1034,141.893,132.3418,89.8446,103.018,95.9722,88.5089,84.633,79.0472,116.2448,128.4462,68.5727,71.1134,114.3511,92.0376,27.5066,97.9633,105.8619,58.5151
SCIN,1.2254,13.8925,1.6598,0.8525,0.9755,1.9233,1.553,8.1475,22.9499,3.3438,4.0271,2.2154,4.3271,2.7872,2.1082,21.6572,27.9649,0.1319,0.7858,106.1096
MYH13,0.0401,0.0504,0.0116,0.0202,0.0069,0.0238,0.5419,0.2253,0.0,0.0182,0.0427,0.0253,0.0624,0.3684,0.1025,0.0,0.0,0.0327,0.0343,0.0
ADIPOR2,106.8696,57.1692,63.7278,39.4756,22.9002,54.274,239.0811,70.8077,43.6415,69.1908,82.6654,64.0801,60.6107,68.1347,54.4033,25.4995,17.2258,42.2091,51.4806,82.6619
UPP2,0.7476,0.0,0.0478,1.5083,0.5824,0.4187,0.6231,0.373,0.193,0.0188,0.2943,0.0785,0.0861,0.1525,0.3535,0.0395,0.079,0.0902,0.8878,0.1154
MARK4,27.2591,20.8159,10.2801,29.734,14.9438,17.0162,18.546,18.4053,17.6745,17.2372,34.3857,12.5964,18.637,15.2829,24.7722,23.0238,9.0848,25.3562,18.2702,15.4152
PAFAH1B1,44.6746,44.1276,22.852,43.8116,22.3579,36.1244,65.1175,60.9248,29.7932,11.4981,55.4709,28.3351,29.5947,35.4602,38.2348,30.5155,2.6881,26.4673,38.5177,54.4164
NOS2,0.67,0.9109,1.2855,2.4783,0.7639,0.4305,0.4787,0.5172,1.2974,24.7264,0.8309,2.6901,16.2709,1.7281,0.7722,0.744,0.0885,0.576,1.5875,0.931
DNAH9,0.1498,0.3002,0.0584,0.1207,0.0645,0.4858,0.2175,0.3744,0.0674,0.0066,0.1079,0.4794,0.0752,0.0989,0.0308,0.207,0.0046,0.0118,0.1736,0.1838
KIAA0100,60.5111,34.172,63.1826,46.2094,28.3318,47.3054,109.6319,61.0988,46.1491,32.5106,62.2228,39.7446,65.2038,43.4531,76.0878,83.1746,4.0772,33.6224,62.3011,16.9828
GAS7,11.8888,6.4632,1.35,8.9946,6.5624,5.6072,43.8776,66.0282,2.8865,2.4289,18.6246,12.8831,7.6355,26.0468,11.8588,10.2186,0.1864,2.0678,4.435,5.2415
CEACAM7,0.9876,0.1743,11.9098,0.0233,0.0,0.0,0.0992,42.9281,0.242,710.9298,0.164,0.1749,68.0,0.0,0.1379,1.0575,0.0196,3.7702,0.0,0.5467
SCN4A,0.9237,0.2057,0.0343,15.593,5.9569,4.7096,0.8238,0.8614,0.0087,0.0405,0.5173,0.0188,0.2009,1.4927,0.6086,0.0851,0.5413,0.089,1.739,0.8747
RPUSD1,49.8824,41.3537,32.0883,17.5607,20.7063,19.2809,15.1515,10.4318,32.669,42.5604,30.422,15.8097,91.3222,22.0558,35.0673,46.5207,18.54,38.5062,18.5453,7.9963
BAIAP3,14.5283,1.3118,2.5687,33.9883,7.0752,2.4322,21.9128,40.4452,6.2828,6.4,10.9117,2.9626,2.4913,7.2975,0.2738,2.564,13.4992,0.262,7.2542,4.1971
TEAD3,59.4532,55.0451,64.0556,121.1443,42.7343,27.2328,42.6443,48.1153,122.2788,69.6685,83.741,29.984,109.4811,45.026,40.4857,50.8746,2.2802,42.384,44.3961,9.8366
SELE,3.9635,7.3597,0.2158,3.6469,2.3631,16.1205,1.9973,11.1091,0.5134,0.3279,0.1518,0.1012,6.2902,64.268,14.8373,3.4665,1.1822,0.6398,4.6714,94.1534
DNAJC11,24.0811,24.4682,24.2666,15.8058,11.6022,16.3211,23.8814,25.1861,16.0844,28.9375,32.3748,17.4835,36.5189,13.9795,30.4643,18.5124,2.0567,11.7148,20.3707,19.9002
MYLIP,95.8415,40.5358,17.5565,162.1581,52.6008,79.7116,60.9171,48.4059,33.9985,57.5257,29.546,46.6283,33.1042,35.1262,64.5269,49.9229,4.8386,12.2206,109.0994,25.6781
E2F2,4.7219,7.8723,8.3472,0.8959,1.7226,2.947,3.99,1.4515,0.4833,9.4932,2.6448,7.3493,12.7779,5.5435,16.4668,1.7763,0.019,2.4905,0.7883,0.1562
PSMB1,258.5045,248.503,397.5813,225.749,176.8753,185.3228,319.165,213.8714,207.1751,300.5349,188.5962,218.6141,168.4535,154.4224,248.0228,246.1647,34.8959,652.4506,184.8992,90.6507
JARID2,23.7865,28.0391,21.5885,16.716,7.2855,10.3935,54.8663,22.0929,17.5839,20.9167,32.348,28.5025,10.9736,25.0819,20.5981,12.9548,1.6618,8.6823,10.2172,8.3494
CAMK1G,0.1968,0.6483,0.2336,0.2047,0.2524,0.2626,0.1582,4.1844,0.2144,0.251,0.0261,1.6501,0.3062,0.3097,0.8637,0.9835,0.1325,0.4007,0.4102,0.923
TFAP2B,21.3768,0.1502,0.0115,0.0,0.0,0.0,135.5229,0.0,1.5995,0.0,1.5977,0.666,0.0103,3.4645,0.017,0.095,0.0379,0.2058,0.0,0.0
TFAP2D,0.0,0.2798,0.0,0.0,0.0191,0.0,0.0,0.0,5.2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0908,0.0,0.0
CYTH3,14.2662,14.2759,6.0974,26.6097,17.1618,53.6738,33.0092,60.1679,29.5289,21.9499,69.9722,21.4801,27.2458,45.5882,14.631,24.3526,4.5826,16.0734,35.9812,21.6618
CELSR3,0.6266,6.3204,1.4443,1.4401,1.4193,0.8888,1.1174,8.5863,2.4313,7.1016,2.6138,2.1612,14.5152,0.8652,8.2222,0.9621,0.1648,1.4203,0.7279,0.2587
AASS,7.2366,8.1868,6.3643,7.9567,3.763,9.9898,16.2014,23.6592,31.3241,0.5098,13.4244,13.7651,5.3512,4.94,2.3684,10.6123,2.2305,0.7705,6.5004,6.8949
SS18L2,21.7425,13.741,12.4914,15.6349,11.7067,16.4219,17.3218,16.4279,15.8561,18.6661,12.5874,19.3733,21.4852,15.1035,34.4273,21.8939,3.7106,33.2338,12.4953,6.0888
CRY1,23.7991,12.698,10.5541,32.9018,12.5784,24.7356,37.5486,32.4515,7.698,10.8314,37.4335,26.1212,17.0451,15.8699,16.1417,10.3888,0.9493,8.255,27.703,27.7637
PGLYRP1,0.0,0.4354,0.0998,0.175,0.178,0.0,0.3718,0.8764,0.0,0.1573,0.0,0.2185,0.4497,0.0,0.812,0.6604,0.0366,0.0942,0.5933,0.6026
NFIX,67.6382,29.3144,7.5684,36.3864,29.6738,53.662,134.1007,92.5195,43.1483,78.0676,522.1938,67.9334,104.9251,136.5236,19.9461,58.4917,3.5596,50.2779,65.4484,17.4164
MMP25,9.1787,1.5245,1.4483,0.9337,1.3256,1.3895,2.368,4.4325,0.9241,0.8001,0.5944,3.6067,1.6197,4.5062,7.0404,1.3214,0.2322,21.7979,0.9646,0.8842
HEATR5B,40.0136,17.7913,8.1086,18.6176,10.9523,18.9472,52.6726,33.1978,13.7347,10.8441,34.3952,18.9277,17.833,28.7704,24.8364,16.7152,0.6991,9.3652,21.2374,16.9811
UBE3C,57.2197,36.8106,53.3271,23.6414,15.4478,24.7081,77.7071,66.3287,28.6758,49.5963,48.2949,33.1201,70.2582,33.1236,65.5548,46.1228,4.445,16.9254,30.2394,10.7085
REV3L,9.0277,5.4204,2.213,9.4274,4.0094,10.4403,11.3882,25.7837,6.1322,3.456,33.3245,14.1617,5.9195,11.3342,10.3934,8.8716,0.4468,3.5206,11.3339,4.965
MASP2,1.1925,0.6155,0.548,1.1059,0.7499,1.5057,1.4839,2.5749,1.2736,0.3402,3.2708,0.9266,0.733,1.2107,3.3024,0.7689,0.1462,0.1566,1.2334,0.3808
TRAF3IP3,2.5038,3.142,1.2404,0.8632,2.3522,8.7309,2.4113,10.3276,0.8469,0.848,4.2108,8.1736,1.668,19.0607,18.868,2.7149,0.1372,0.9551,1.7344,2.1304
POMT2,16.2901,7.5156,8.7166,10.8697,5.272,10.0662,11.7675,11.0571,9.1324,4.7808,10.1485,6.4924,5.7017,7.1974,6.0998,8.9828,2.0609,7.7696,11.596,2.6645
VTA1,28.1568,26.7124,24.445,13.3992,10.828,19.067,49.2246,26.9946,7.5096,23.6422,32.4449,24.041,23.1011,39.1168,26.469,14.4143,1.5619,31.0715,17.7894,10.5275
BAZ1B,92.348,64.8118,46.7369,56.9073,40.6,53.8841,114.1169,101.105,45.4622,37.8818,83.954,76.0189,102.6538,60.59,208.0898,55.168,8.4143,21.8934,70.7285,44.6325
RANBP9,59.9472,37.1873,31.7091,47.3907,26.3193,28.5264,89.0002,58.5549,60.0424,48.5673,50.3667,39.7198,34.8495,38.5324,40.0265,81.6116,3.1046,15.371,36.2384,27.3215
ETV7,5.7941,13.0486,23.433,2.6092,8.4221,5.3691,3.2817,9.7863,15.8369,13.3489,1.393,23.7833,45.0906,22.4963,70.929,5.6624,0.3278,18.1169,8.4268,1.3658
DYRK4,6.8829,6.9477,5.0905,8.4301,7.1456,8.2087,9.5446,7.7403,7.4537,4.1451,6.6865,12.105,6.7164,7.8268,5.2824,2.3862,2.6662,16.0985,9.0663,2.3769
UQCRC1,213.9911,194.1846,306.1078,180.0306,130.0371,160.88,133.8196,103.8398,135.2674,270.8071,192.7875,126.7108,338.9679,103.1886,150.9441,149.5453,118.4027,251.3458,175.9909,204.1517
STARD3NL,30.5235,11.548,13.0943,50.569,25.6066,36.2495,32.5534,39.6834,21.795,43.3166,26.0426,30.9628,31.1034,14.4966,34.5064,29.1691,3.5636,25.8152,30.0666,19.0028
CD9,325.382,537.0142,63.0584,504.0707,289.4817,192.9294,441.5799,101.5586,199.0181,175.7499,172.6581,419.3906,332.5228,228.7778,104.621,71.6517,80.1997,474.961,235.9446,262.9283
NCAPD2,44.0636,105.547,79.6447,26.9124,19.2037,35.4385,53.739,51.0814,22.4167,75.3814,68.2198,113.5781,95.2633,73.0752,74.3773,24.6071,3.8571,53.7677,28.8506,11.0382
GIPR,1.7121,1.8546,2.1614,7.9308,2.0716,0.5748,1.8589,18.3875,20.6465,3.3072,0.2575,3.1432,0.9045,1.4234,1.2578,0.9916,0.0461,0.3683,1.2948,0.202
SEMA3G,34.9598,2.8704,2.0728,18.4959,11.2938,14.6191,14.5708,43.5603,2.6857,0.7614,10.4835,16.3823,6.3086,16.5173,3.8727,4.2153,1.1668,4.8753,13.2542,28.5629
NISCH,53.84,23.8266,21.6848,65.6005,30.087,47.3891,61.2553,104.9919,47.5974,23.9815,78.2653,34.2852,37.3209,41.4531,49.32,40.2971,12.2635,17.925,58.3999,15.9502
STAB1,10.7255,16.9429,17.2042,19.0078,12.6155,8.3856,12.9215,54.6934,3.6924,2.8457,8.6711,22.9009,15.0297,25.0559,58.5248,17.1232,3.6114,2.1224,13.4739,22.1774
FUZ,29.1126,14.8219,6.1279,14.7884,14.2669,18.8688,14.5461,10.9958,14.0846,10.6938,18.4479,13.7507,5.1107,8.9882,16.388,15.3587,7.5372,12.0356,16.0918,10.2286
PRSS3,0.0,5.0831,7.8375,0.2173,0.0884,0.2045,0.0739,7.6922,0.1502,166.1066,0.4275,0.3257,181.2965,2.7577,0.6968,0.1641,0.1092,0.7955,0.2579,0.0
CD4,34.0116,38.6559,9.9119,20.1721,32.9157,56.3731,38.5477,138.6811,17.2678,7.2353,9.7775,120.2854,24.2449,116.1782,243.6447,71.1565,3.0285,5.9848,45.0868,27.8613
HIVEP2,8.3374,14.8548,8.286,20.0917,7.6124,20.2204,13.2157,41.8685,9.3537,7.6629,20.6471,11.1643,14.7081,23.9551,13.096,10.839,1.1224,2.4783,17.7603,19.1791
FMO1,1.9321,3.8936,0.5102,0.172,0.0816,1.3346,3.1859,23.3308,0.1783,0.1701,3.624,0.7301,0.4066,9.5865,2.8438,1.5577,0.1368,0.6479,2.828,0.4975
LYPLA2,114.3263,81.0617,232.9388,198.8261,148.0847,91.9368,103.7706,64.1299,157.2609,211.0937,122.1168,98.7377,190.8493,131.1082,165.317,122.6766,18.5733,194.2374,126.1368,59.2969
CLCN6,9.2865,7.8444,10.3871,22.2066,6.6709,8.5464,11.2392,17.5955,10.6754,7.8571,10.7754,10.3908,5.7968,7.9769,9.0864,8.1666,2.317,3.0024,14.9819,5.9612
MRC2,38.6956,43.5388,17.7707,224.5041,59.4724,22.2895,63.7262,109.3035,102.3302,14.6102,114.3146,66.4546,30.7045,162.41,30.7573,72.4128,0.5864,66.6815,78.6055,11.7159
SLC6A7,0.0383,0.0721,0.0661,0.0724,0.0295,0.0851,0.0123,0.3385,0.0167,3.4899,0.0203,0.2713,3.8562,0.241,0.0122,0.082,0.0,0.0,0.1228,0.0598
BTBD7,19.8819,10.6207,7.2539,16.4847,8.3208,15.5016,37.5261,21.741,9.581,9.9909,21.3009,8.9677,8.9454,11.0677,14.3692,15.1724,1.996,4.4129,19.3016,10.7475
APBA3,8.4714,13.247,9.2337,11.8552,7.8214,9.8919,6.7165,5.5314,8.7455,13.1872,7.6044,7.6432,12.176,12.9743,15.923,10.2145,2.5589,8.9846,7.4876,5.0469
ABHD5,23.6754,16.1087,7.3039,21.5681,10.0288,16.3178,31.5816,18.1516,11.2041,6.368,24.7253,19.2874,8.4213,14.0227,20.7409,19.0092,0.7914,4.9354,20.9221,7.051
AKAP8L,20.7309,26.0957,15.9214,33.7951,17.3342,16.0615,14.6241,23.835,23.387,22.6222,23.6962,24.1216,18.9195,19.7745,33.2562,14.4764,10.7666,17.2644,19.6424,10.021
