gene_name,tm1,tm2,tm3,tm4,tm5,tm6,tm7,tm8,tm9,tm10,tw1,tw2,tw3,tw4,tw5,tw6,tw7,tw8,tw9,tw10
FBXO3,24.9324,7.9621,4.2312,13.5274,8.5689,15.9647,16.6474,20.2177,7.1307,10.7353,19.1303,11.1859,8.6161,18.1424,8.0621,11.8057,1.2151,7.3346,14.711,17.3002
SLC1A2,32.5025,0.3447,0.0248,0.0299,0.0166,0.7252,0.7873,0.8345,0.0469,0.0122,0.0458,0.6445,0.0447,1.5201,5.3614,0.1948,0.1377,0.0058,0.0714,0.4322
SCGB2A2,16083.7848,0.0,0.0,0.0,0.0,0.0,9155.8784,0.0,0.0,0.0,45.3859,0.0,0.0,183.4483,0.381,0.0,0.0,1.1931,0.0,0.0
AMBRA1,38.2649,13.8188,8.9175,26.7698,15.7988,21.1018,18.6606,22.8391,21.7937,32.569,32.9244,14.5052,24.2501,33.223,22.5582,20.8862,2.6303,9.8115,27.0234,18.832
NAA40,14.2265,16.9725,22.0761,21.7012,11.6871,20.8827,15.6574,21.1803,27.787,21.0742,23.4432,28.5383,20.5472,30.5619,19.3323,16.9221,6.5243,12.1011,19.0774,15.0026
CD81,253.8193,132.4529,117.1759,325.4055,240.2731,217.7551,162.2156,265.8994,232.8379,190.8955,266.2397,289.8001,207.6075,314.3443,263.9701,286.2408,52.3935,284.3843,307.584,149.7713
SLC35F2,4.2783,18.4072,50.98,72.5786,38.1088,22.2293,15.7786,13.9938,68.9036,57.6934,67.7597,16.0329,19.1605,38.3058,21.6817,86.3858,0.8565,33.4077,53.1404,9.2111
RPS13,582.4599,394.5086,320.0759,565.1356,390.6084,526.3123,363.1582,583.5588,668.4131,825.7017,1231.4514,500.6732,876.1872,697.1641,355.8455,1204.9616,57.4261,2117.8221,572.3409,248.5724
AIP,225.5912,74.5904,96.5687,165.1328,160.5039,162.1753,42.1761,101.4309,173.6755,120.7445,96.1726,129.9668,126.8587,129.1953,106.417,123.32,62.8855,140.0915,165.1994,88.1349
NDUFS8,204.1735,37.788,76.6873,62.7104,55.4885,44.059,20.6815,17.0863,75.8048,58.97,35.6905,39.3477,80.2646,29.4837,40.984,49.7756,47.9419,129.2792,59.2056,65.4134
EXPH5,3.7482,6.5905,5.348,5.5808,1.3779,2.376,4.0981,3.6662,11.6229,10.0661,9.6136,4.3888,5.1844,4.4149,2.1871,17.0575,3.5887,3.3511,2.0055,13.5192
POU2AF1,7.6422,21.8309,3.4353,0.4427,10.1708,35.7933,0.4665,5.8534,0.5711,2.7784,1.1444,9.9721,1.6566,45.1123,9.5543,7.0176,0.0667,0.0095,2.6344,5.6652
VWF,85.352,56.2783,11.7118,29.0902,43.0636,75.2621,76.0798,171.41,13.1597,9.673,34.635,127.808,62.3675,156.1348,40.1405,77.5383,19.9272,8.0888,125.897,256.6242
PSMD9,1.7452,1.2648,1.8934,1.1438,0.9528,0.7887,1.5661,1.383,1.667,1.1998,1.2498,1.5517,1.292,1.0134,0.834,0.7994,0.3312,0.8437,0.8978,1.1136
PRDM4,35.4132,26.8379,27.9811,34.8919,17.1291,24.4516,49.0224,35.0477,13.9333,30.7651,32.0046,30.082,47.4927,23.3417,27.4557,19.7189,15.3407,10.1727,25.9675,55.4112
CLEC2B,7.0764,9.5227,15.9164,29.1637,22.5625,11.5963,16.5425,37.4229,4.4352,2.0057,1.3855,29.4073,3.5243,28.2551,36.1945,71.7397,0.9539,7.1535,14.948,8.7169
COQ5,60.6948,42.3958,21.1126,33.1884,27.1238,46.8875,51.8198,26.3796,31.0352,32.9803,37.8574,67.0463,34.5514,28.9785,33.8308,18.4149,9.8848,43.9122,40.1205,30.9777
CORO1C,39.0627,222.5409,66.8356,48.9835,32.8649,31.1316,49.1785,91.6955,39.3248,54.712,95.8307,128.5245,92.4446,68.4501,72.4394,46.9054,1.662,20.3491,46.1368,30.9571
DAO,0.0,0.0397,0.0364,0.0,0.0108,0.0,0.0136,0.3551,0.0,0.0287,0.0,0.1793,0.0,0.0332,0.0135,0.0301,0.0468,0.0,0.1893,0.033
TSPAN11,1.2656,4.6131,1.5496,2.8291,1.9538,3.9714,1.9973,27.0585,34.5777,2.9976,2.2257,1.4782,6.7205,7.1882,2.9083,20.9277,0.1713,0.4873,2.2727,1.1691
KCTD10,27.6133,21.9211,13.5443,45.4419,24.5404,46.8042,31.2005,41.3524,22.7413,29.507,34.9136,41.3766,39.9534,23.8964,24.8755,15.1172,4.1828,9.7877,48.3635,33.5933
SLC11A2,34.2474,23.8157,16.6636,47.0778,32.0808,39.6664,67.1424,27.0516,33.7441,39.5968,45.4038,36.6463,27.2866,38.8893,20.4647,25.6057,2.9645,16.3939,43.225,29.3564
MLEC,226.1694,59.7027,143.7767,105.6349,69.6089,126.5407,192.0672,82.6998,87.0653,253.0565,141.1594,126.3126,434.3022,69.2857,242.124,90.6381,40.1365,96.9564,135.0605,74.4441
CSRNP2,43.6775,22.2187,24.3414,37.9004,17.669,19.1072,84.7082,38.5693,28.2363,17.8904,50.1507,35.7145,21.8069,28.5528,34.1846,20.7635,4.2756,15.9628,27.5387,22.2286
BIN2,6.8606,6.6889,3.2984,1.7871,6.9023,15.1848,6.6428,26.1161,1.9151,3.1299,2.0086,23.1878,5.256,36.2841,53.8739,9.2083,0.8656,1.9071,6.9553,85.6462
IL23A,2.5716,9.4197,4.2604,16.1958,6.7392,6.0593,2.5918,5.4426,2.7858,5.8153,3.1027,30.1368,2.811,12.6876,6.9652,3.3738,0.1982,15.793,5.0368,0.9054
PTGES3,397.407,427.1184,377.7203,332.0237,179.2373,266.4005,559.0842,274.7851,198.5123,401.545,342.4349,404.4033,470.9357,195.2576,349.6994,338.9509,42.2582,406.9551,277.9684,214.3294
SYT10,0.0161,0.0303,0.0417,0.0366,0.0,0.0,0.0,0.8139,0.0,0.0,0.0,0.1065,0.0376,0.0127,0.0,0.0,1.5977,0.0,0.0,29.9612
CYP27B1,1.6455,6.007,3.6807,6.1868,3.9139,12.7086,1.8434,1.3435,11.1009,7.3264,2.9149,8.0783,2.9668,5.4928,13.0494,3.3103,3.6573,4.0407,6.1877,2.7021
MYF6,0.1232,0.0,0.0,0.0,0.0316,6.4122,0.0396,0.0,0.0,0.0,0.0,0.0582,0.0958,0.0969,0.0,0.0,0.0,0.0,0.0395,0.0321
MYF5,0.0,0.0,0.0,0.0,0.0,0.2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN7A,12.0615,4.7176,0.2601,0.8751,0.7171,4.6521,2.0839,6.057,0.231,0.2213,1.0758,4.0863,2.5116,2.3418,0.5538,1.0322,24.3911,0.0491,1.9396,130.8444
ACSS3,5.6934,0.8013,0.2067,3.9585,1.8676,6.9503,1.4454,4.8163,0.1623,0.1478,6.1786,5.2903,0.3276,2.0968,0.3028,1.532,4.2259,1.1159,6.1479,28.3839
PPM1H,69.5441,29.3862,11.4653,2.2481,2.7088,5.6223,25.8354,16.4747,4.77,32.8072,21.4764,38.4671,36.7819,7.7875,16.297,14.2445,7.4811,15.9909,6.5744,24.7793
METAP2,67.9837,97.3222,64.5162,59.778,42.1163,58.0611,90.5944,82.6171,38.6967,50.8704,102.0213,84.7328,68.4579,48.2702,81.0275,65.8253,6.1401,40.9948,67.8116,42.3776
LTA4H,56.633,30.9898,78.9145,75.3778,43.6378,50.7835,52.5696,40.8518,83.5282,25.4969,56.0334,118.6123,48.2261,37.3572,38.8307,191.3377,6.5124,48.8067,51.635,22.4403
ELK3,54.4781,26.6816,26.3475,114.5635,45.6401,59.3007,77.5214,111.6633,33.4277,17.0897,25.4474,35.791,22.392,67.2802,28.7864,67.7595,2.4746,6.2747,63.4179,72.7395
MAGOHB,10.9641,12.9625,20.1292,8.0646,7.2568,6.9238,14.9361,9.588,9.6566,11.1297,11.2938,18.1094,14.8704,10.8103,13.8564,6.1357,2.0157,31.9421,6.2501,5.2898
ITFG2,14.9353,9.5599,9.3231,25.4805,19.3199,17.6297,12.7415,14.0084,13.9717,14.0683,13.9822,22.4182,15.9631,12.4416,5.882,7.6807,7.5687,8.0807,23.3113,12.3316
PRR4,0.3125,0.5882,1.0792,0.7093,1.2826,1.0564,2.0896,1.6314,2.2873,0.8078,2.4579,2.3026,0.7292,1.4753,0.1995,0.8031,0.4158,0.2545,1.3227,0.3582
PRMT8,0.0613,0.1154,0.0106,11.1511,1.3966,0.6545,0.0237,0.0413,3.355,0.0,0.0261,0.6719,0.0095,0.0193,0.0078,0.2801,0.2137,0.0399,0.2595,0.4537
PARP11,7.4348,7.8301,2.7362,7.3233,5.8806,11.1956,31.4061,12.4981,2.7156,3.4944,7.6075,10.8657,5.916,8.7386,14.4898,4.7511,0.5648,0.2151,8.8246,9.9775
ARPC3,161.3172,187.8213,278.1674,167.0653,158.2335,128.0583,202.7369,154.1178,167.3108,203.1831,103.8415,219.8199,188.1984,153.4477,213.4818,119.4414,38.3931,131.0499,133.6011,94.2466
FGF6,0.0,0.0,0.0,0.0512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL2,0.0,0.3263,0.0499,0.0874,0.0593,149.938,0.1114,0.0973,0.1007,0.0393,0.0614,0.1092,0.2247,0.3182,0.1475,0.165,0.0,0.0471,0.0371,0.0301
CUX2,0.0109,0.0411,0.0,0.033,0.028,4.5698,0.3155,0.4684,0.0095,0.0074,0.7883,0.0927,0.0085,0.7294,0.3829,0.0311,0.0,0.0533,1.8255,0.0398
SH2B3,23.3705,11.6931,5.4126,28.8607,15.0293,24.0064,23.9636,64.3856,5.2628,10.325,8.8899,30.3307,31.399,35.8517,49.4316,14.7268,2.2455,3.774,20.8483,39.7845
AKAP3,3.8797,0.4197,0.5583,0.2868,0.5262,3.1737,2.308,3.999,0.1166,0.3185,2.4884,1.9168,0.2948,2.1579,3.1311,0.6367,0.7206,0.8172,1.6873,0.3486
MANSC1,74.37,24.4817,26.971,16.3095,11.9928,14.4754,58.8477,35.5191,34.6845,62.4274,41.1518,13.3553,70.5532,48.779,15.5979,34.9696,1.425,8.201,14.9456,13.7556
KCNA1,0.0205,0.0193,0.0,0.0233,0.0053,0.5929,0.2241,0.8893,0.0,0.0,0.0545,0.2325,0.0239,0.2582,0.0327,0.0,0.0,0.0,0.1841,0.0267
DUSP16,123.2269,25.6933,43.9261,38.554,16.8146,31.4342,120.1021,45.4024,38.9815,47.0265,57.8,30.4845,69.5367,46.4832,30.0656,35.7955,2.6807,14.2862,29.9936,25.1297
CREBL2,142.625,45.2682,29.9722,96.0898,67.9434,112.3552,138.7689,151.0977,91.6774,28.4863,70.0713,77.4431,45.2348,109.6102,80.3372,49.0282,16.9986,24.1937,109.8206,137.4513
ALDH2,37.498,19.8609,105.044,10.6902,8.8346,32.5488,32.2297,62.296,91.6581,72.604,2.2555,133.569,105.6543,33.1289,50.6917,39.4932,11.4031,9.1556,28.2382,67.945
CDKN1B,285.6235,80.2126,79.2842,102.1766,75.853,114.8052,138.3638,100.7352,104.6335,79.9483,81.1539,157.6743,140.3927,150.4196,106.7228,73.7814,8.5257,65.3556,93.4075,48.1347
GPRC5D,0.947,12.066,15.3447,8.5971,1.308,1.944,0.9367,2.1467,21.8974,3.0721,0.9291,6.5371,0.9065,3.3816,0.6509,2.0799,0.6001,0.2373,1.2613,0.9109
NAA25,13.5274,15.4863,15.3907,10.3781,5.0055,8.5914,21.2009,14.3839,8.8186,5.5346,16.0829,15.2236,14.6497,8.4968,18.2349,9.3731,1.0689,8.2897,9.7782,6.3722
LTBR,61.9226,110.7202,166.9069,75.5487,53.7497,42.0722,46.2307,59.144,109.4182,91.3605,55.601,66.6061,104.6969,78.6141,38.1232,62.8077,6.7984,126.1538,68.8287,29.7757
OGFOD2,0.6219,0.8027,0.9357,0.5646,0.3282,0.5532,0.5255,0.748,0.4645,0.278,0.8876,0.8896,0.2902,0.5592,0.7372,0.2029,0.0844,0.1881,0.2621,0.1389
CDK2AP1,95.2432,88.0409,54.9233,49.8878,33.9685,25.3663,81.4982,70.8956,55.16,25.0981,180.2264,161.914,30.3869,141.5756,124.0759,46.8191,13.4461,87.3044,39.8225,44.5596
OAS3,63.767,133.2867,65.1947,12.6604,9.599,8.675,37.6309,51.445,24.5642,34.9209,8.456,102.2983,67.2688,40.1565,258.2257,15.326,1.0649,6.6592,11.877,6.1163
MGP,2314.6989,36.4605,14.5192,75.3964,42.6152,168.7562,2879.9007,1082.2835,119.8243,5.2087,2490.0957,165.2981,60.437,1250.9835,59.9908,188.3968,10.0547,4764.4331,277.1405,137.1201
RASAL1,0.5103,2.5617,18.6959,51.6089,22.4726,31.9309,0.4265,4.6265,4.2096,4.4898,18.1532,5.046,1.9449,5.4076,12.7477,3.5216,0.1509,18.7312,46.7143,0.7268
ARHGDIB,831.3878,107.0965,74.7362,501.797,418.704,326.7626,1168.251,420.5252,723.5419,157.3195,138.419,403.5778,88.066,702.3692,583.7027,595.2252,34.8718,491.9146,225.5855,153.2885
GTF2H3,34.4805,47.7706,24.0694,21.7128,18.5201,24.5461,46.5515,28.0143,14.4683,29.9111,33.3364,40.5507,28.2524,26.3561,35.277,19.726,2.8643,9.9171,25.4254,21.6197
DDX55,10.1843,17.4446,20.7013,10.3492,7.2824,6.7153,14.4034,11.7834,13.4295,12.4718,15.0418,28.9162,15.7193,13.9304,11.4653,8.0778,2.2692,9.2626,12.0061,7.8966
COPZ1,326.2008,162.5773,252.2068,164.7112,121.8852,174.5034,304.0139,122.6518,142.9749,145.1802,177.7079,181.714,175.7148,114.3342,142.9742,178.1878,33.1484,184.2721,164.9033,93.9714
CAND1,59.4172,35.7827,36.9358,67.7729,31.333,35.8869,100.808,50.2427,23.7558,24.2013,62.3774,34.9474,34.5548,33.3498,50.3177,35.9802,2.3954,42.0859,57.9396,22.368
IFNG,0.4057,0.7636,2.1597,0.0512,1.9771,0.421,0.1739,0.5693,0.0589,0.3219,0.0,8.4945,1.9982,2.3407,60.0292,0.0965,0.0,0.0,0.0,0.0705
RAB5B,181.005,82.7386,98.4189,121.7605,82.0448,101.7023,184.69,122.2847,90.912,90.0332,126.7406,135.6522,81.334,99.413,132.1707,107.183,22.8759,38.6293,115.8216,82.2717
MDM1,13.0521,6.7068,5.4291,4.3414,4.7783,8.3969,18.9857,8.6951,4.6188,2.5343,8.8365,11.3732,5.9216,8.2237,8.4349,4.8192,0.8754,5.5899,6.6626,5.0161
NUP107,21.3404,24.3832,28.4123,7.5834,9.6729,13.4202,31.0075,16.2501,11.8594,20.3519,24.626,26.5833,21.9495,18.5961,22.2383,20.7155,1.9401,46.1248,11.7482,7.45
CNOT2,20.5377,14.8551,18.6357,16.0783,11.6746,14.3641,30.8579,20.2161,13.7224,11.3978,20.7462,16.5086,15.9961,19.9878,18.4418,21.5397,3.606,17.9756,16.4524,10.851
TIMELESS,32.213,50.4941,64.1261,15.732,14.4656,13.5688,29.1858,18.1216,17.8993,29.337,22.994,50.3116,46.0808,13.7741,46.4286,16.6618,0.9133,17.9154,16.8712,8.9977
CPSF6,41.7109,45.2011,33.06,35.2424,25.9956,29.6772,63.3388,41.5351,34.6602,36.3641,64.0513,43.8798,38.089,34.0839,41.7246,36.6941,3.6511,36.3642,36.3506,20.8861
KRR1,17.6215,11.1282,9.5831,10.1673,6.445,10.7759,20.6115,15.2864,7.4016,7.9393,16.8346,13.6524,9.8894,13.2238,8.7337,11.7143,1.9721,3.5118,9.5272,13.0246
GAPDH,1010.12,3289.8297,2608.0685,1300.0638,989.4457,883.758,1380.3668,1156.7535,1355.8367,1961.0024,2069.0184,2412.6582,2764.6878,2721.3933,1704.4432,1750.9018,244.2099,3231.2122,1096.4713,1068.5401
CHD4,7.7091,7.4918,7.0836,17.3557,16.6226,8.9433,10.1406,6.5127,12.5645,8.6085,9.3027,9.3266,6.3164,7.8698,8.3985,7.7052,6.8908,31.0879,10.7303,4.235
ACRBP,2.4423,3.3385,0.9539,5.3893,3.8484,13.4757,4.6173,5.9735,0.684,1.246,1.4524,5.1087,1.4699,3.2028,7.4791,1.951,0.0368,2.0838,8.6704,1.212
GNB3,0.6432,4.4392,0.6581,5.9114,2.7864,1.6318,0.2604,2.748,0.2491,0.3727,1.3673,2.1603,0.6114,0.9184,1.3685,0.2041,0.0,1.9401,1.6194,0.1117
CDCA3,3.1717,15.857,18.8921,2.755,1.9285,2.6125,5.4809,3.4053,1.4914,18.9263,3.7635,23.8422,19.0164,6.1531,7.7658,1.7729,0.2765,23.7806,1.0547,0.306
CHPT1,79.0605,11.5761,20.7303,55.5434,76.5904,42.1745,52.4825,25.4424,18.779,18.1558,63.7532,34.0052,45.9819,96.0369,18.1008,14.9262,2.637,12.3657,53.1207,34.0959
GNPTAB,19.4595,21.4918,12.9815,22.6632,12.8195,18.6449,37.749,32.7629,29.532,14.6046,56.582,33.3941,22.7771,29.0475,56.9291,21.9219,3.015,6.8087,31.7009,20.0305
ENO2,42.095,106.3082,36.2429,26.7539,29.4451,52.4194,16.391,86.2189,108.1697,12.2551,7.9685,114.6166,7.9283,35.6047,7.8373,27.9057,0.6484,17.5076,39.5552,5.8797
C12orf57,35.951,26.2834,37.9263,29.6341,25.4211,27.9486,34.5691,20.575,37.0531,14.4633,50.5949,38.2868,13.0814,32.568,14.8739,20.1941,6.2626,35.0761,20.6133,7.4411
PTPN6,49.4458,45.198,54.2317,31.3118,38.1551,63.8931,32.8938,50.7585,54.4066,32.7785,13.7076,92.2297,39.5375,123.6361,108.9044,30.5475,8.4209,24.8807,36.8462,24.7339
LPCAT3,17.1847,8.8667,6.1453,12.064,6.0505,10.445,18.261,11.7813,11.1276,8.4853,12.665,12.7891,10.8417,13.041,20.4902,9.0914,1.2216,1.634,16.4134,18.945
NT5DC3,4.9542,11.085,7.4568,8.55,3.1986,3.4011,7.4402,11.444,5.3593,5.7036,14.7937,4.4063,11.6904,12.0401,2.4045,2.4422,0.1333,3.1061,7.2236,2.4402
SLCO1B3,0.0462,0.6092,8.7609,0.0,0.0356,0.0,0.0,2.5303,0.0,0.0,0.0246,0.0218,0.7012,0.0364,0.0,28.2496,0.0,0.0941,0.0148,0.012
APOBEC1,0.0,0.3448,0.2372,0.0,0.0,0.0,0.0,1.0796,0.0,21.8667,0.0,3.2011,5.5559,0.0721,0.0,0.1308,0.0,0.0746,0.0,0.0
NANOG,0.0,0.1143,0.0131,0.0115,0.0312,0.0,0.0,0.0256,0.0529,0.0207,0.0,0.0,0.0118,0.0239,0.0194,0.0,0.0096,0.0124,0.0097,0.0237
SUDS3,73.6705,51.2704,55.9079,48.0123,28.3327,43.2324,94.0674,38.9352,32.2947,35.8738,64.9935,92.9581,49.3464,32.2808,39.4451,14.9744,5.5681,29.1416,48.7661,22.1986
GOLT1B,36.2596,50.4366,82.3458,53.7367,27.9141,34.0823,61.6989,66.6107,38.5042,39.9519,37.988,37.3556,37.1085,70.1523,59.7093,41.5865,5.1759,66.4879,31.3741,55.1945
GYS2,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHB,1.2077,18.496,36.5634,7.7663,6.5337,6.9833,2.5235,8.7821,21.7634,15.1792,10.0647,9.775,12.1467,9.0705,4.485,12.2653,11.0008,55.3928,6.372,16.2183
PRKAB1,33.4441,18.4674,42.4444,59.3907,22.3507,22.603,47.1257,19.8193,39.4489,54.653,22.1951,42.1286,56.8288,13.2428,11.3916,24.0286,15.2203,11.7206,32.2152,76.3929
CMAS,61.8423,94.7807,70.4712,59.8724,48.0473,51.9887,78.3476,84.83,49.1147,138.5875,85.7448,91.8809,90.2287,145.7502,80.3244,53.4722,18.6476,149.4084,49.3153,46.9418
HCFC2,10.8288,4.8312,2.9017,7.8597,5.1102,11.0901,18.2777,26.9419,5.3035,2.4775,10.5872,8.3129,4.867,9.0686,8.9169,3.2107,2.0407,1.1646,10.2679,24.818
ST8SIA1,0.6558,0.298,0.2733,0.2609,0.3306,2.1172,2.6787,2.0135,0.3399,0.1846,11.7349,1.2924,0.343,3.8254,7.0509,0.5973,0.0233,1.7772,1.2254,0.377
AICDA,0.1845,0.248,1.2968,0.0399,0.0946,5.7903,0.0,0.3328,0.0,0.0179,0.028,0.8962,0.0,1.8039,1.2279,0.0752,0.0083,0.0215,0.0169,0.1648
COX6A1,83.0376,70.7853,146.5984,42.884,48.4976,30.4616,73.0836,38.46,63.7754,83.9786,41.3994,86.9909,79.1356,27.9052,44.6113,27.1498,82.8991,127.138,34.312,146.6585
RFX4,0.0,0.1153,0.0317,0.0093,0.0,0.1961,0.0157,0.0103,0.0,0.0417,0.0521,0.1272,0.0,0.0289,0.0313,0.0175,0.0,0.0,0.0471,0.0
RIC8B,9.9908,7.32,5.541,3.8351,4.2496,9.9565,13.5853,13.7631,4.0312,4.9465,16.97,14.6745,7.7294,6.4762,8.3884,3.4606,1.5393,1.7424,10.1784,7.8307
KLRB1,2.659,3.2325,1.9608,0.7125,3.3819,11.6301,2.8137,29.5256,4.8751,3.4668,0.7654,16.0131,4.567,14.1224,15.9824,8.1461,0.4739,0.0,3.6947,4.6473
FRK,15.6117,6.9083,14.5466,0.6675,0.4275,1.0629,25.7865,8.2338,13.5496,7.3937,10.0875,11.1997,12.8569,8.6922,6.3865,13.13,0.8522,4.2465,0.8527,10.3248
MAK,3.3913,0.2455,0.6435,1.0432,0.3824,0.9614,5.4629,1.365,1.7048,0.545,0.713,1.0385,0.4348,0.821,0.8564,0.3192,0.0945,1.472,0.8006,0.3204
PAK1IP1,31.1268,47.5605,46.7837,30.0973,27.2489,31.8507,39.1953,47.8458,32.2744,130.0028,52.7397,33.67,71.9164,45.0915,61.3202,60.6338,2.3335,95.0966,37.8204,23.8384
GCNT2,8.294,9.1501,24.3764,2.8589,0.8191,2.1622,11.4806,4.3395,11.2383,0.0362,23.4859,10.4662,0.5105,20.3179,7.8986,13.7789,0.3597,15.0991,2.0821,4.3587
NEDD9,52.9082,12.0359,8.3044,94.6763,28.7164,43.7479,103.1318,52.9875,67.4568,12.3658,77.27,50.346,10.0508,46.1946,18.3285,33.8412,5.5568,17.7212,32.8911,26.5349
ASF1A,36.9374,50.9554,47.9977,29.2611,26.0396,38.2044,83.4646,30.0097,11.0222,25.5778,35.7303,37.313,21.0789,43.1474,37.2227,21.3558,4.8696,28.1252,29.2653,8.9642
MCM9,8.4785,3.4903,4.2538,4.4514,2.5547,5.2633,15.6582,6.7969,2.1866,3.2001,7.1452,4.8835,3.5162,8.9292,5.922,3.8727,0.2699,2.2466,5.5339,2.8986
RNGTT,16.271,22.2797,12.4668,12.4532,9.1004,20.6799,23.9054,20.2514,12.1973,9.7262,22.3765,21.2146,8.1256,21.9171,19.1094,16.7183,0.805,12.4931,13.6328,10.0078
MAN1A1,148.6425,13.1757,7.1419,29.0707,16.5656,52.6311,317.0922,282.7103,14.6578,8.1799,8.0815,43.3271,39.162,59.2615,43.9606,31.8671,5.0921,6.6176,22.7482,68.2278
GABRR2,0.2305,1.1154,1.6911,1.0461,0.4053,0.5272,0.5821,1.4969,0.4733,0.2575,0.3499,0.9019,0.3329,0.5828,2.7843,0.376,0.0834,0.6167,0.4328,0.0858
SERINC1,613.8193,128.8659,122.5075,491.6828,296.0046,393.7565,804.5848,713.5531,123.711,117.7161,284.4895,257.6005,202.1848,368.2493,205.0813,185.6442,10.3764,110.4672,417.6045,280.2759
HDDC2,35.4313,25.0491,58.4649,35.2746,26.2169,26.4352,50.6916,21.5319,13.3764,17.414,29.5595,29.2538,10.5772,27.5502,17.1216,17.7682,6.9347,87.7912,30.7838,20.0923
HINT3,75.3011,24.5659,43.1345,50.6353,28.3228,46.5711,104.0622,60.1486,21.7992,42.5959,97.1258,43.9643,25.9889,73.0057,60.1986,41.8001,4.6655,28.3371,53.5179,49.5527
SASH1,14.0142,6.1103,2.6014,74.3538,21.1909,41.3646,71.806,36.8362,5.3558,3.5678,41.4191,19.0025,6.3469,22.9996,18.7106,9.9663,1.0904,2.1419,54.2035,26.4018
UST,6.131,27.1709,1.1924,34.7628,16.9364,53.0873,7.4613,12.2818,7.705,0.2062,10.7772,8.2102,1.3886,15.3601,5.6013,8.2962,1.7077,5.7888,41.3598,22.4942
ULBP1,0.153,6.0475,0.3962,8.681,0.2616,0.93,0.3443,0.5797,0.711,0.2602,0.6504,1.9752,6.7626,12.7601,0.7487,0.9101,0.0404,4.2987,6.9007,0.3587
OPRM1,0.0,0.0073,0.0034,0.0,0.0,0.0069,0.0025,0.2721,0.0068,0.0,0.0041,0.0037,2.2012,0.0031,0.0,0.0056,0.0,0.0,0.0,0.0
FANCE,10.8201,52.6806,11.7941,13.3079,8.8536,11.6688,7.8504,6.642,10.2179,19.2022,22.6794,10.4496,32.9328,13.5789,10.8612,8.4574,1.2257,15.7535,19.8283,1.9686
TULP1,0.365,0.2114,0.0727,0.3611,0.2161,0.025,0.1444,0.2601,0.1713,0.0955,1.4026,0.1326,0.1092,0.1546,0.3047,0.1203,0.0,0.5717,0.1981,0.0146
RHAG,0.0,0.0,0.0,0.0,0.0,0.1108,0.0,0.1049,0.0,0.0212,0.0,0.0294,0.0,0.0,0.0199,0.0,0.0,0.0,0.0,0.0
KCTD20,67.9389,43.9697,61.5996,40.8059,18.1643,30.0263,103.4166,99.647,42.2855,35.7699,78.1243,33.6081,84.3684,49.099,66.2667,44.179,1.6465,46.4173,35.5238,31.7217
MRPL18,126.9849,127.1964,189.5251,121.0468,105.9274,76.3875,125.2035,100.399,135.6726,146.2489,94.6869,132.1161,225.01,79.0043,113.4227,134.9285,18.9366,214.2154,104.6322,54.3684
IL17A,0.0,0.0824,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.4167,0.0,0.0,0.5446,0.0,0.0838,0.0,0.0,0.0,0.0,0.0
IL17F,0.0,0.1496,0.0,0.0,0.0,0.0,0.0,0.0669,0.0693,0.1622,0.0,0.0751,0.0618,0.0,0.0507,0.1135,0.0,0.0,0.0,0.0414
MCM3,144.8381,224.0077,153.0659,73.5335,80.1593,66.3016,123.9691,83.7489,64.8039,125.7521,151.6998,147.7503,212.0727,104.7727,147.3636,124.2686,3.8075,130.07,70.4274,30.2208
PHACTR1,0.4791,1.3925,0.5292,0.9595,0.2422,1.1031,1.1506,2.6814,1.0682,0.1198,0.4867,1.8569,0.3123,2.4946,0.76,3.2792,0.0737,0.241,0.6777,0.7195
MDGA1,0.3838,40.3132,2.9519,0.5983,0.6653,0.6828,4.7631,6.7471,1.7329,0.2808,0.4945,3.1311,0.5292,2.6583,3.3072,0.6974,0.2137,0.2036,0.5482,0.3969
MDN1,16.0033,13.6835,11.1135,13.3779,7.524,16.0345,22.5824,20.8104,12.6682,12.0164,35.1001,19.0524,15.6078,18.6085,16.7105,16.3627,1.0016,8.2914,17.9139,5.6361
GLP1R,1.3601,0.1153,0.0846,1.5945,0.5595,0.2616,0.9454,48.5735,4.6977,0.0083,0.5861,0.6135,0.0286,0.4339,0.086,1.7319,0.0078,2.1555,0.5894,0.1405
BMP5,0.1031,1.1258,0.73,0.0936,0.0106,1.6879,0.2122,37.4219,14.6456,0.8558,0.4165,25.2295,2.1975,0.4057,0.1185,23.3785,0.0849,18.3584,0.4365,0.7307
CAP2,29.2903,14.8773,5.6405,7.257,7.2936,14.2581,59.4842,12.3004,5.2664,2.9795,24.3436,9.6161,5.0814,18.1754,8.1063,3.0044,0.2636,6.9352,11.7537,3.8761
TREML2,0.1947,0.4072,0.056,1.5056,0.2663,2.0013,0.1391,1.0018,0.2073,0.5592,0.023,0.47,0.0841,9.1911,1.0356,1.05,0.0069,0.229,0.4162,0.665
