,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_E2F_TARGETS,0.0,-0.5103259814984081,-2.7464857961159734,0.0,WDR90;NAA38;CIT;NUDT21;POLE4;PNN;CDKN1B;POLD1;TUBG1;CTCF;SSRP1;POLA2;EXOSC8;DONSON;POP7;POLD3;XRCC6;LIG1;KIF22;DCTPP1;IPO7;NOLC1;BRMS1L;RPA1;TIMELESS;RPA3;PTTG1;PPM1D;CDK4;LMNB1;RFC1;TRA2B;HELLS;CKS2;PA2G4;SLBP;SMC3;TRIP13;PLK1;ATAD2;NUP153;RAD21;TK1;AURKB;RANBP1;RAN;MCM5;GINS4;NUP107;SPAG5;UBE2S;BARD1;SPC25;TOP2A;SPC24;E2F8;KIF18B;CDCA3;GINS1;ESPL1;CCNB2;MCM3;ASF1B;BUB1B;TACC3;MYBL2;MCM6;DCLRE1B;XPO1;DSCC1;PRIM2;MELK;PLK4;CENPE;RFC3;CDCA8;CDC20;DIAPH3;NCAPD2;BRCA2;MYC;KIF2C;MCM2;RPA2;TUBB;MAD2L1;MSH2;NBN;STMN1;NUP205;EIF2S1;STAG1;HUS1;PDS5B;RNASEH2A;ASF1A;DCK,29.31%,DCK;ASF1A;RNASEH2A;PDS5B;HUS1;STAG1;EIF2S1;NUP205;STMN1;NBN;MSH2;MAD2L1;TUBB;RPA2;MCM2;KIF2C;MYC;BRCA2;NCAPD2;DIAPH3;CDC20;CDCA8;RFC3;CENPE;PLK4;MELK;PRIM2;DSCC1;XPO1;DCLRE1B;MCM6;MYBL2;TACC3;BUB1B;ASF1B;MCM3;CCNB2;ESPL1;GINS1;CDCA3;KIF18B;E2F8;SPC24;TOP2A;SPC25;BARD1;UBE2S;SPAG5;NUP107;GINS4;MCM5;RAN;RANBP1;AURKB;TK1;RAD21;NUP153;ATAD2;PLK1;TRIP13;SMC3;SLBP;PA2G4;CKS2;HELLS,65/97
1,HALLMARK_G2M_CHECKPOINT,0.0019363166953528402,-0.3836265892159735,-2.2036816167809548,0.0,TOP1;BCL3;E2F4;MT2A;EFNA5;TGFB1;SMAD3;NUMA1;CDKN1B;CUL3;CCND1;SQLE;RBM14;PRPF4B;KPNB1;UPF1;RASAL2;CTCF;RAD23B;MEIS1;MNAT1;POLA2;HIRA;FANCC;CCNF;KIF22;PAFAH1B1;NOLC1;ODF2;RPS6KA5;PTTG1;WRN;CDK4;KIF5B;E2F3;SMARCC1;ABL1;SLC7A1;EGF;LMNB1;SNRPD1;HMGN2;TRA2B;NCL;ODC1;E2F1;CUL5;CKS2;CUL1;PLK1;SFPQ;CCNT1;RAD21;AURKB;SLC12A2;TROAP;MCM5;GINS2;UBE2S;BARD1;CHAF1A;TOP2A;UCK2;NEK2;NOTCH2;ESPL1;CCNB2;MCM3;TACC3;MYBL2;DBF4;POLQ;MCM6;SAP30;CCNA2;XPO1;E2F2;SLC7A5;CENPF;PRIM2;PLK4;CENPE;CDC6;CDC20;PBK;BUB1;BRCA2;MYC;KIF11;KIF2C;MCM2;RPA2;KIF20B;MAD2L1;STMN1;TRAIP;STAG1;HUS1;HOXC10;PDS5B;MARCKS,24.19%,MARCKS;PDS5B;HOXC10;HUS1;STAG1;TRAIP;STMN1;MAD2L1;KIF20B;RPA2;MCM2;KIF2C;KIF11;MYC;BRCA2;BUB1;PBK;CDC20;CDC6;CENPE;PLK4;PRIM2;CENPF;SLC7A5;E2F2;XPO1;CCNA2;SAP30;MCM6;POLQ;DBF4;MYBL2;TACC3;MCM3;CCNB2;ESPL1;NOTCH2;NEK2;UCK2;TOP2A;CHAF1A;BARD1;UBE2S;GINS2;MCM5;TROAP;SLC12A2;AURKB;RAD21;CCNT1;SFPQ,51/101
2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.012908777969018933,-0.32430802636651945,-1.8275925576274434,0.0,WNT5A;TNFRSF12A;TFPI2;CDH11;SDC4;ENO2;DKK1;TNC;TGFB1;DPYSL3;AREG;GADD45B;NT5E;PPIB;CXCL6;SERPINH1;NTM;FUCA1;SNTB1;ITGB3;IGFBP4;GADD45A;GPC1;CAPG;ITGA2;BMP1;CDH2;IGFBP2;LOXL2;COL7A1;CRLF1;TGFBI;SNAI2;HTRA1;EDIL3;FSTL3;CXCL1;LAMA1;PLOD3;TGFBR3;BASP1;IL6;CAP2;DST;MGP;VEGFC;SGCG;EMP3;EFEMP2;SLIT2;COL4A2;GLIPR1;GREM1;CDH6;TNFRSF11B;FAP;COMP;SFRP1;ITGB5;LAMC1;MATN3;LOXL1;THBS2;SPARC;MFAP5;OXTR;NID2;TPM4;ABI3BP;NOTCH2;COL4A1;ANPEP;FBN2;VIM;FGF2;SPOCK1;THBS1;FBLN5;COL8A2;MMP2;COL1A1;LGALS1;GPX7;FMOD;SCG2;SFRP4;SGCB;PLOD1;PCOLCE;COL16A1;TNFAIP3;COL6A2;MMP14;PDGFRB;PCOLCE2;FSTL1;LUM;CTHRC1;THY1;SLIT3;COL3A1;COL5A1;LRP1;COL5A2;ID2;COL1A2;INHBA;FBN1;LOX;COL5A3;ITGA5;MSX1;DAB2,20.94%,DAB2;MSX1;ITGA5;COL5A3;LOX;FBN1;INHBA;COL1A2;ID2;COL5A2;LRP1;COL5A1;COL3A1;SLIT3;THY1;CTHRC1;LUM;FSTL1;PCOLCE2;PDGFRB;MMP14;COL6A2;TNFAIP3;COL16A1;PCOLCE;PLOD1;SGCB;SFRP4;SCG2;FMOD;GPX7;LGALS1;COL1A1;MMP2;COL8A2;FBLN5;THBS1;SPOCK1;FGF2;VIM;FBN2;ANPEP;COL4A1;NOTCH2;ABI3BP;TPM4;NID2;OXTR;MFAP5;SPARC;THBS2;LOXL1;MATN3;LAMC1;ITGB5;SFRP1;COMP;FAP,58/113
3,HALLMARK_PANCREAS_BETA_CELLS,0.24397590361445784,-0.34239414660985457,-1.3174432566258543,0.13286713286713286,DPP4;PDX1;SEC11A;SRP14;HNF1A;PAX4;PCSK2;NEUROD1;CHGA;SLC2A2;ISL1;PCSK1;SYT13;NKX2-2;SST;GCK;NKX6-1;SRPRB;SCGN;ABCC8;NEUROG3;FOXO1;ELP4,50.41%,ELP4;FOXO1;NEUROG3;ABCC8;SCGN;SRPRB;NKX6-1;GCK;SST;NKX2-2;SYT13;PCSK1;ISL1;SLC2A2;CHGA;NEUROD1;PCSK2;PAX4,18/23
4,HALLMARK_COMPLEMENT,0.3098106712564544,-0.21293211884997998,-1.1854071564000936,0.0,TFPI2;CFB;MMP15;CP;GP9;C3;CFH;S100A9;PLA2G4A;PPP4C;DPP4;RABIF;SERPINC1;GNB2;ME1;ANXA5;GCA;STX4;F3;LTA4H;PCSK9;GP1BA;SIRT6;BRPF3;FDX1;PFN1;CTSO;HPCAL4;AKAP10;CA2;TMPRSS6;HSPA5;MMP13;RNF4;DUSP5;ATOX1;DOCK4;GNAI2;APOA4;PRSS3;PLSCR1;IRF1;USP15;LTF;EHD1;OLR1;LAP3;CXCL1;KLK1;RAF1;MMP8;PREP;IL6;CDA;CCL5;ACTN2;GZMA;APOC1;C1QA;RHOG;GZMB;COL4A2;F2;F10;NOTCH4;L3MBTL4;PRSS36;KCNIP3;IRF2;FCER1G;PLEK;CTSC;PCLO;CALM3;JAK2;LCP2;CTSS;MT3;SPOCK2;GZMK;KYNU;C1R;ZFPM2;PIK3CG;DOCK10;S100A12;GNGT2;CDK5R1;FCN1;TNFAIP3;GNAI3;MMP14;PDGFB;CBLB;GNG2;PRDM4;CDH13;PIM1;SH2B3;GNB4;LRP1;TIMP2;KLKB1;F5;GMFB,29.52%,GMFB;F5;KLKB1;TIMP2;LRP1;GNB4;SH2B3;PIM1;CDH13;PRDM4;GNG2;CBLB;PDGFB;MMP14;GNAI3;TNFAIP3;FCN1;CDK5R1;GNGT2;S100A12;DOCK10;PIK3CG;ZFPM2;C1R;KYNU;GZMK;SPOCK2;MT3;CTSS;LCP2;JAK2;CALM3;PCLO;CTSC;PLEK;FCER1G;IRF2;KCNIP3;PRSS36;L3MBTL4;NOTCH4;F10;F2;COL4A2;GZMB;RHOG;C1QA;APOC1;GZMA;ACTN2,50/105
5,HALLMARK_MYC_TARGETS_V1,0.3253012048192771,-0.22097456464344783,-1.2094327612700568,0.16666666666666666,PSMA6;PSMA2;RPS10;SF3B3;PSMD7;AP3S1;TUFM;GLO1;PRPF31;NOP16;MRPL23;MRPS18B;PABPC1;COPS5;GOT2;DHX15;PSMA1;VDAC1;SNRPG;NDUFAB1;ETF1;LSM2;PSMD3;KPNB1;SNRPA1;SNRPA;FAM120A;RAD23B;LSM7;RSL1D1;HNRNPA3;CCT5;XRCC6;PSMB3;RPS3;PPIA;C1QBP;RPL18;NOLC1;RUVBL2;SRPK1;HSPE1;CDK4;RRP9;TYMS;EIF3D;PSMA7;SMARCC1;PSMC6;EIF2S2;AIMP2;SNRPD1;IMPDH2;TRA2B;HDAC2;SRM;ODC1;RPS6;RPL22;EIF3J;PA2G4;PSMB2;PSMD14;PSMD8;PSMD1;CLNS1A;CUL1;SET;DDX21;ILF2;HDDC2;DDX18;RANBP1;CCT4;RAN;HSP90AB1;MCM5;SSBP1;CAD;FBL;ERH;CCT2;RRM1;PWP1;CYC1;SNRPD3;MCM6;CCNA2;XPO1;UBA2;PTGES3;CDC20;MYC;MCM2;YWHAQ;MAD2L1;EIF2S1;EXOSC7;COX5A;STARD7,33.42%,STARD7;COX5A;EXOSC7;EIF2S1;MAD2L1;YWHAQ;MCM2;MYC;CDC20;PTGES3;UBA2;XPO1;CCNA2;MCM6;SNRPD3;CYC1;PWP1;RRM1;CCT2;ERH;FBL;CAD;SSBP1;MCM5;HSP90AB1;RAN;CCT4;RANBP1;DDX18;HDDC2;ILF2;DDX21;SET;CUL1;CLNS1A;PSMD1;PSMD8;PSMD14;PSMB2;PA2G4;EIF3J;RPL22;RPS6;ODC1;SRM;HDAC2;TRA2B;IMPDH2;SNRPD1,49/100
6,HALLMARK_ALLOGRAFT_REJECTION,0.33802557167445296,-0.18999534134551582,-1.1361576093200483,0.14285714285714285,ST8SIA4;EREG;IL4R;BCL3;SOCS1;TGFB1;HLA-DMA;IKBKB;TLR2;HLA-DOA;ICAM1;IL27RA;IFNGR2;RPL3L;RPS9;HLA-G;KRT1;BCL10;IL7;RPS3A;PSMB10;CCL22;GALNT1;PTPN6;IL12B;EIF3A;INHBB;HLA-DRA;HLA-DOB;TRAF2;ELANE;EGFR;HLA-DMB;NOS2;CAPG;F2R;IL2;ACVR2A;PRKCG;PF4;CCND2;IL9;IFNG;IL13;CCL19;UBE2D1;TAP1;EIF3D;CARTPT;CXCL9;STAT4;HLA-E;BCAT1;RPS19;IL12A;CD80;CXCL13;ZAP70;CD3G;CCL11;IL6;TRAT1;CCL5;IL18RAP;IL2RA;EIF3J;GZMA;RIPK2;GPR65;CD86;CCL7;EIF4G3;SIT1;CD7;TNF;CD2;LIF;GZMB;ITK;F2;CRTAM;HLA-A;IL2RB;CD3E;IL11;B2M;JAK2;LCP2;CTSS;IFNGR1;CD4;SRGN;CD1D;GBP2;IL10;CD28;IL16;LY86;IL1B;UBE2N;GLMN;HCLS1;CCL2;NCK1;MMP9;IRF8;TLR6;TLR1;MRPL3;TLR3;STAB1;ETS1;THY1;LY75;INHBA,35.18%,INHBA;LY75;THY1;ETS1;STAB1;TLR3;MRPL3;TLR1;TLR6;IRF8;MMP9;NCK1;CCL2;HCLS1;GLMN;UBE2N;IL1B;LY86;IL16;CD28;IL10;GBP2;CD1D;SRGN;CD4;IFNGR1;CTSS;LCP2;JAK2;B2M;IL11;CD3E;IL2RB;HLA-A;CRTAM;F2;ITK;GZMB;LIF;CD2;TNF;CD7;SIT1;EIF4G3;CCL7;CD86;GPR65;RIPK2;GZMA;EIF3J;IL2RA;IL18RAP;CCL5;TRAT1;IL6;CCL11;CD3G;ZAP70;CXCL13;CD80;IL12A;RPS19;BCAT1,63/115
7,HALLMARK_INFLAMMATORY_RESPONSE,0.46132745266781416,-0.1865527034176584,-1.0247265063809012,0.25,EREG;NFKBIA;IL4R;NAMPT;ROS1;OSMR;ADORA2B;TNFSF15;TNFSF9;PTGER2;GNA15;TLR2;ICAM1;LAMP3;BST2;LDLR;IL1R1;DCBLD2;AHR;NPFFR2;IFNGR2;CXCL6;FZD5;PCDH7;P2RX4;SRI;GPR132;F3;SLC11A2;GP1BA;TNFSF10;OPRK1;ITGB3;CCL22;CX3CL1;IL12B;BTG2;ACVR2A;BDKRB1;CCL24;IRF1;IRAK2;OLR1;CXCL9;CCL17;MARCO;SLC7A1;RGS1;RAF1;SLC1A2;TACR3;SEMA4D;IL6;NOD2;CCL5;EMP3;IL18RAP;RIPK2;SELE;CCL7;RHOG;MEFV;SLC31A2;LIF;TACR1;SELL;KCNJ2;CCR7;ADM;IL2RB;EBI3;CD48;TNFRSF9;SLAMF1;NMUR1;NMI;OSM;IFNAR1;HAS2;LCP2;MXD1;RGS16;SCN1B;C3AR1;CHST2;IL10;TNFRSF1B;CALCRL;CD70;P2RX7;PTGIR;C5AR1;ABCA1;RNF144B;IL1B;IL7R;ITGB8;KIF1B;CCL2;MYC;IL18R1;GNAI3;TLR1;MMP14;RTP4;FPR1;TLR3;HBEGF;STAB1;IL1A;PTGER4;TNFAIP6;INHBA;ITGA5,28.92%,ITGA5;INHBA;TNFAIP6;PTGER4;IL1A;STAB1;HBEGF;TLR3;FPR1;RTP4;MMP14;TLR1;GNAI3;IL18R1;MYC;CCL2;KIF1B;ITGB8;IL7R;IL1B;RNF144B;ABCA1;C5AR1;PTGIR;P2RX7;CD70;CALCRL;TNFRSF1B;IL10;CHST2;C3AR1;SCN1B;RGS16;MXD1;LCP2;HAS2;IFNAR1;OSM;NMI;NMUR1;SLAMF1;TNFRSF9;CD48;EBI3;IL2RB;ADM;CCR7;KCNJ2;SELL;TACR1;LIF;SLC31A2;MEFV;RHOG;CCL7;SELE;RIPK2,57/114
8,HALLMARK_PROTEIN_SECRETION,0.5425989672977625,-0.2137370232789109,-0.9473359855610493,0.5161290322580645,AP3S1;NAPG;TOM1L1;VPS45;ARFGEF1;VAMP4;AP3B1;BET1;CLTC;TSG101;BNIP3;NAPA;GBF1;CLN5;RAB2A;SCAMP1;TMED2;USO1;VPS4B;EGFR;SEC24D;SNX2;VAMP3;TSPAN8;TMX1;TMED10;RAB22A;ATP6V1B1;RAB14;STAM;DST;SH3GL2;LMAN1;IGF2R;STX12;YKT6;MON2;CTSC;GOLGA4;ABCA1;ADAM10;SEC22B;KIF1B;SOD1;ARFGEF2;STX7,32.09%,STX7;ARFGEF2;SOD1;KIF1B;SEC22B;ADAM10;ABCA1;GOLGA4;CTSC;MON2;YKT6;STX12;IGF2R;LMAN1;SH3GL2;DST;STAM,17/46
9,HALLMARK_MYC_TARGETS_V2,0.9937285007131471,0.1675910549438714,0.38677630962064524,0.9876957494407159,MAP3K6;IPO4;WDR74;SLC29A2;HK2;NOP16;TMEM97;PPRC1;NOC4L;GRWD1;IMP4;DCTPP1;NOLC1;SLC19A1;BYSL;HSPE1;CDK4;PES1;RRP9;SUPV3L1;AIMP2;SORD;SRM;FARSA;UTP20;PA2G4;PLK1;DDX18;MRTO4;MCM5;DUSP2;NDUFAF4;WDR43;PLK4;MYC;RCL1,17.84%,MAP3K6;IPO4;WDR74;SLC29A2;HK2;NOP16,6/36
