,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
10,HALLMARK_HEME_METABOLISM,0.884042795708065,0.11305589331596182,0.9838442109411762,0.4920424403183024,PSMD9;SPTA1;MGST3;MOCOS;BTG2;NEK7;SELENBP1;TMCC2;SLC30A1;SLC30A10;FOXJ2;ANK1;CA2;RBM5;UROD;E2F2;TAL1;PDZK1IP1;SLC2A1;TOP1;RIOK3;HEBP1;SPTB;DAAM1;GMPS;LRP10;KHNYN;KLF1;RAD23A;EPOR;C3;DCUN1D1;BLVRB;BLVRA;CCDC28A;AGPAT4;MBOAT2;RHAG;GCLC;MXI1;UROS;KLF3;TRAK2;CIR1;ALAD;ISCA1;USP15;SLC11A2;TFDP2;SLC25A37;BNIP3L;MFHAS1;KAT2B;DCAF10;SLC25A38;RANBP10;RCL1;KEL;TSPAN5;GCLM;SLC7A11;ALDH6A1;ABCG2;UCP2;TYR;NFE2L1;PPP2R5B;VEZF1;ENDOD1;HMBS;ARHGEF12;SIDT2;CAT;EZH1;TNS1;HBB;ABCB6;SLC4A1;TMEM9B;MAP2K3;HBBP1;FN3K;PGLS;MINPP1;ALDH1L1;CPOX;GAPVD1;UBAC1;CDR2;SLC22A4;ARL2BP;ELL2;OSBP2,26.90%,PSMD9;SPTA1;MGST3;MOCOS;BTG2;NEK7;SELENBP1;TMCC2;SLC30A1;SLC30A10;FOXJ2;ANK1;CA2;RBM5;UROD;E2F2;TAL1;PDZK1IP1;SLC2A1;TOP1;RIOK3;HEBP1;SPTB;DAAM1;GMPS;LRP10;KHNYN;KLF1;RAD23A;EPOR;C3,31/93
11,HALLMARK_ANGIOGENESIS,0.8861574662591621,0.19816358845640378,1.0013994129195594,0.4473684210526316,CCND2;NRP1;OLR1;LUM;JAG1;MSX1;LRPAP1;PGLYRP1;TNFRSF21;KCNJ8;PF4;CXCL6;COL5A2;COL3A1;SLCO2A1;STC1;SERPINA5;PRG2;APOH;VTN;LPL;FSTL1,47.54%,CCND2;NRP1;OLR1;LUM;JAG1;MSX1;LRPAP1;PGLYRP1;TNFRSF21;KCNJ8;PF4;CXCL6;COL5A2;COL3A1,14/22
12,HALLMARK_G2M_CHECKPOINT,0.8876975089930489,0.10070416002730302,0.9119378756565591,0.5778364116094987,UCK2;SMAD3;NEK2;RASAL2;CENPF;RAD21;SQLE;MYC;SMARCC1;TRAIP;KIF5B;CDC20;E2F1;E2F2;KIF2C;SFPQ;TOP1;RPA2;MYBL2;SNRPD1;STMN1;HMGN2;PRIM2;CDKN1B;MNAT1;UPF1;NOTCH2;MARCKS;TACC3;BCL3;CCNB2;DBF4;HUS1;XPO1;MEIS1;ODC1;PDS5B;BRCA2;SLC7A1;MCM3;KIF11;KIF20B;NOLC1;E2F3;KIF22;RAD23B;FANCC;ESPL1;CKS2;CCNT1;TROAP;TRA2B;CDK4;HOXC10;PRPF4B;CUL3;NCL;POLA2;WRN;STAG1;PBK;MCM6;CHAF1A;E2F4;CTCF;SLC7A5;GINS2;SAP30;CUL1;CENPE;PLK4;EGF;MAD2L1;CCNA2;RPS6KA5;NUMA1;KPNB1;CUL5;RBM14;CCND1;CDC6;TOP2A;BARD1;AURKB;PAFAH1B1;MCM2;POLQ;ABL1;TGFB1;ODF2;UBE2S;LMNB1;PLK1;SLC12A2;MT2A;PTTG1;EFNA5;MCM5;HIRA;CCNF;BUB1,56.14%,UCK2;SMAD3;NEK2;RASAL2;CENPF;RAD21;SQLE;MYC;SMARCC1;TRAIP;KIF5B;CDC20;E2F1;E2F2;KIF2C;SFPQ;TOP1;RPA2;MYBL2;SNRPD1;STMN1;HMGN2;PRIM2;CDKN1B;MNAT1;UPF1;NOTCH2;MARCKS;TACC3;BCL3;CCNB2;DBF4;HUS1;XPO1;MEIS1;ODC1;PDS5B;BRCA2;SLC7A1;MCM3;KIF11;KIF20B;NOLC1;E2F3;KIF22;RAD23B;FANCC;ESPL1;CKS2;CCNT1;TROAP;TRA2B;CDK4;HOXC10;PRPF4B;CUL3;NCL;POLA2;WRN;STAG1;PBK;MCM6,62/101
13,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.8947542801503799,0.12922587637868893,0.9263945543261464,0.5573997233748271,ATF6;CEBPG;SEC11A;EXOSC4;EIF4EBP1;RRP9;DCP1A;KIF5B;NFYB;HSP90B1;CALR;NOP14;CNOT2;DNAJB9;ERN1;EIF2AK3;ZBTB17;DDIT4;IFIT1;BAG3;NOLC1;EXOSC1;FKBP14;SDAD1;EIF4A2;TUBB2A;PDIA6;DNAJC3;PREB;SRPRB;EEF2;ATP6V0D1;EDC4;TATDN2;EDEM1;SLC7A5;SSR1;SPCS3;KHSRP;CNOT4;YIF1A;WIPI1;DDX10;CCL2;LSM4;EIF2S1;EXOSC2;HSPA5;DCP2;STC2;HSPA9;CNOT6;EIF4A3,67.04%,ATF6;CEBPG;SEC11A;EXOSC4;EIF4EBP1;RRP9;DCP1A;KIF5B;NFYB;HSP90B1;CALR;NOP14;CNOT2;DNAJB9;ERN1;EIF2AK3;ZBTB17;DDIT4;IFIT1;BAG3;NOLC1;EXOSC1;FKBP14;SDAD1;EIF4A2;TUBB2A;PDIA6;DNAJC3;PREB;SRPRB;EEF2;ATP6V0D1;EDC4;TATDN2;EDEM1;SLC7A5;SSR1;SPCS3;KHSRP;CNOT4,40/53
14,HALLMARK_ESTROGEN_RESPONSE_LATE,0.903474763037706,0.08864913272464539,0.8327436816904358,0.6627140974967062,HSPB8;S100A9;IDH2;ANXA9;OPN3;PTPN6;CD9;FKBP4;ZFP36;COX6C;FABP5;PRLR;CA2;TNNC1;TFAP2C;ACOX2;IL17RB;DNAJC1;CDC20;JAK1;SLC24A3;SIAH2;CHPT1;METTL3;RNASEH2A;OVOL2;BLVRB;PRKAR2B;SORD;TFPI2;AGR2;TSPAN13;SGK1;PERP;CYP26B1;ELOVL5;RPS6KA2;MAPK13;ID2;KCNK5;DLG5;SNX10;DNAJC12;PPIF;CKB;ARL3;ISG20;AREG;BCL2;UGDH;KLF4;NAB2;FRK;FARP1;FDFT1;EGR3;TJP3;CDH1;TIAM1;PCP4;TFF1;TFF3;JAK2;UNC13B;SLC7A5;LTF;GINS2;MICB;NRIP1;CPE;NPY1R;CELSR2;CAV1;PLK4;HSPA4L;AFF1;NMU;IMPA2;BATF;FOS;RAB31;ITPK1;SERPINA5;SERPINA3;PRSS23;SLC9A3R1;PGR;ST14;GAL;CCND1;TRIM29;KRT19;IGFBP4;RAPGEFL1;CDC6;TOP2A;ST6GALNAC2;DCXR;PTGES;OLFM1;FAM102A;SLC2A8;CLIC3;SULT2B1;ETFB;CXCL14;KIF20A;EMP2;AMFR;SLC22A5;SLC26A2;TST;ABCA3;DUSP2,78.34%,HSPB8;S100A9;IDH2;ANXA9;OPN3;PTPN6;CD9;FKBP4;ZFP36;COX6C;FABP5;PRLR;CA2;TNNC1;TFAP2C;ACOX2;IL17RB;DNAJC1;CDC20;JAK1;SLC24A3;SIAH2;CHPT1;METTL3;RNASEH2A;OVOL2;BLVRB;PRKAR2B;SORD;TFPI2;AGR2;TSPAN13;SGK1;PERP;CYP26B1;ELOVL5;RPS6KA2;MAPK13;ID2;KCNK5;DLG5;SNX10;DNAJC12;PPIF;CKB;ARL3;ISG20;AREG;BCL2;UGDH;KLF4;NAB2;FRK;FARP1;FDFT1;EGR3;TJP3;CDH1;TIAM1;PCP4;TFF1;TFF3;JAK2;UNC13B;SLC7A5;LTF;GINS2;MICB;NRIP1;CPE;NPY1R;CELSR2;CAV1;PLK4;HSPA4L;AFF1;NMU;IMPA2;BATF;FOS;RAB31;ITPK1;SERPINA5;SERPINA3;PRSS23;SLC9A3R1;PGR;ST14;GAL;CCND1;TRIM29;KRT19;IGFBP4;RAPGEFL1;CDC6;TOP2A,96/114
15,HALLMARK_NOTCH_SIGNALING,0.9039562297949998,0.13111994347349568,0.6501583419552076,0.8930722891566265,DTX1;WNT5A;HEYL;DLL1;JAG1;NOTCH3;NOTCH2;LFNG;FZD5;HES1;SAP30;CUL1;DTX4;PRKCA;MAML2;CCND1;KAT2A;ST3GAL6;NOTCH1;RBX1,26.87%,DTX1;WNT5A;HEYL;DLL1;JAG1;NOTCH3;NOTCH2,7/20
16,HALLMARK_GLYCOLYSIS,0.9085168797391231,0.07498036761078934,0.669264472347825,0.8549019607843137,EFNA3;ALDH9A1;CLN6;MPI;GLCE;LHX9;PPFIA4;EGLN3;EXT1;ZNF292;ENO2;FKBP4;GAPDHS;SDC2;SPAG4;STMN1;IRS2;NANP;PYGB;PFKP;SDC3;ME1;RRAGD;NT5E;DLD;ARPP19;PGAM2;EGFR;PPIA;TPST1;MDH2;GUSB;CHST12;HK2;GFPT1;MDH1;GCLC;GYS2;DDIT4;MXI1;DPYSL4;GOT1;PGAM1;IER3;ISG20;PGM2;TXN;FBP2;ALDOB;GPC1;CHST2;LCT;CXCR4;STC1;GNE;NOL3;GOT2;TFF3;SOD1;B4GALT1;CHST6;SAP30;PAXIP1;CHPF2;SLC35A3;NDST3;PLOD1;SRD5A3;ENO1;B3GAT3;CAPN5;SOX9;CHST1;ABCB6;XYLT2;CHPF;GALK1;ADORA2B;B3GNT3;PGLS;FAM162A;COL5A1;HSPA5;ALDH7A1;TGFBI;KIF20A;ALG1;PMM2;STC2;GNPDA1;HOMER1;GAL3ST1;BIK;MIF;B4GALT7;TALDO1;MERTK;SLC25A10,45.08%,EFNA3;ALDH9A1;CLN6;MPI;GLCE;LHX9;PPFIA4;EGLN3;EXT1;ZNF292;ENO2;FKBP4;GAPDHS;SDC2;SPAG4;STMN1;IRS2;NANP;PYGB;PFKP;SDC3;ME1;RRAGD;NT5E;DLD;ARPP19;PGAM2;EGFR;PPIA;TPST1;MDH2;GUSB;CHST12;HK2;GFPT1;MDH1;GCLC;GYS2;DDIT4;MXI1;DPYSL4;GOT1;PGAM1;IER3;ISG20;PGM2,46/98
17,HALLMARK_PEROXISOME,0.9152940434010404,0.09424029828745069,0.6874474018572388,0.8440860215053764,CRABP2;ALDH9A1;CLN6;CRABP1;IDH2;TTR;PABPC1;ECH1;SMARCC1;DHCR24;SCP2;CLN8;IDI1;ABCB1;FIS1;SEMA3C;ABCC5;RETSAT;MSH2;ELOVL5;PEX6;SLC35B2;IDE;PEX11A;ALB;VPS4B;ABCD2;EPHX2;HSD11B2;SOD1;MLYCD;SLC25A4;ACSL1;BCL10;HSD17B11;DHRS3;PEX14;SERPINA6;FADS1;ABCC8;CAT;TOP2A;RDH11;CEL;CACNA1B;SULT2B1;HSD17B4;ISOC1;LONP2;CDK7;YWHAH;ERCC3;SLC25A17,4.70%,CRABP2;ALDH9A1;CLN6;CRABP1;IDH2;TTR,6/53
18,HALLMARK_MTORC1_SIGNALING,0.9232345224893842,0.09036678994984244,0.8401057911231488,0.6551724137931034,RIT1;GPI;SEC11A;UCHL5;BTG2;MLLT11;LDLR;EGLN3;SQLE;GAPDH;CD9;ADIPOR2;SRD5A1;COPS5;RRP9;DHCR24;EIF2S2;PGM1;SLC2A1;IDI1;GMPS;PSMC6;TXNRD1;HSP90B1;LTA4H;PNP;CALR;PHGDH;ME1;NAMPT;PSMC2;GBE1;YKT6;SORD;PDAP1;PPIA;HK2;PNO1;ELOVL5;NUFIP1;UFM1;BCAT1;GCLC;DDIT4;PPA1;SCD;SKAP2;GOT1;MTHFD2L;USO1;QDPR;HSPE1;PSMD14;PDK1;GSR;CXCR4;STC1;CYB5B;CORO1A;EDEM1;BHLHE40;SLC7A5;SSR1;ABCF2;TES;DAPP1;SLC7A11;NUP205;ENO1;FADS2;FADS1;SERPINH1;CTSC;NMT1;SLC9A3R1;STIP1;HMBS;TM7SF2;TUBG1;IGFBP5;TUBA4A;TMEM97;MAP2K3;RPA1;IFI30;RDH11;ATP6V1D;RPN1;MCM2;ARPC5L;HSPA5;PPP1R15A;PLK1;GGA2;ETF1;STARD4;HSPA4;POLR3G;HSPA9;PITPNB;SDF2L1;CCNF;ACTR3;BUB1,48.44%,RIT1;GPI;SEC11A;UCHL5;BTG2;MLLT11;LDLR;EGLN3;SQLE;GAPDH;CD9;ADIPOR2;SRD5A1;COPS5;RRP9;DHCR24;EIF2S2;PGM1;SLC2A1;IDI1;GMPS;PSMC6;TXNRD1;HSP90B1;LTA4H;PNP;CALR;PHGDH;ME1;NAMPT;PSMC2;GBE1;YKT6;SORD;PDAP1;PPIA;HK2;PNO1;ELOVL5;NUFIP1;UFM1;BCAT1;GCLC;DDIT4;PPA1;SCD;SKAP2;GOT1;MTHFD2L;USO1;QDPR;HSPE1;PSMD14;PDK1,54/104
19,HALLMARK_ANDROGEN_RESPONSE,0.92670326995375,0.11921570689321663,0.874764374064166,0.618403247631935,PIAS1;ALDH1A3;RAB4A;ANKH;DHCR24;TMEM50A;IDI1;AKAP12;PGM3;UBE2J1;DNAJB9;SORD;B2M;STEAP4;MAP7;SGK1;ELOVL5;TSC22D1;SRF;ZMIZ1;ARID5B;SCD;LMAN1;STK39;SLC38A2;PA2G4;KRT8;ABCC4;GSR;NKX3-1;GPD1L;ADAMTS1;B4GALT1;MAK;SPDEF;SPCS3;GNAI3;SEC24D;BMPR1B;HERC3;PTPN21;FADS1;APPBP2;CCND1;KRT19;XRCC5;HSD17B14;TNFAIP8;SRP19;SLC26A2;IQGAP2;ELL2;XRCC6;MERTK,71.32%,PIAS1;ALDH1A3;RAB4A;ANKH;DHCR24;TMEM50A;IDI1;AKAP12;PGM3;UBE2J1;DNAJB9;SORD;B2M;STEAP4;MAP7;SGK1;ELOVL5;TSC22D1;SRF;ZMIZ1;ARID5B;SCD;LMAN1;STK39;SLC38A2;PA2G4;KRT8;ABCC4;GSR;NKX3-1;GPD1L;ADAMTS1;B4GALT1;MAK;SPDEF;SPCS3;GNAI3;SEC24D;BMPR1B;HERC3;PTPN21;FADS1;APPBP2,43/54
