,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_IL2_STAT5_SIGNALING,0.5801530846834176,0.1896799633368773,1.7769650085362898,0.015810276679841896,P2RX4;CD48;SHE;RABGAP1L;SERPINC1;SELP;SELL;POU2F1;UCK2;SYT11;PDCD2L;RORA;FAH;FURIN;IGF1R;IL10;IRF6;BATF3;RGS16;LRIG1;MYC;SYNGR2;CCND2;CA2;CTSZ;NRP1;MAP3K8;CST7;SNX9;IL2RA;GABARAPL1;EMP1;PTGER2;PRKCH;CKAP4;PNP;SOCS2;BMP2;SH3BGRL2;RRAGD;NT5E;TNFSF10;MYO1E;ABCB1;AHR;PLIN2;ENPP1;SMPDL3A;IFNGR1;IGF2R;HK2;GALM;CAPG;ANXA4;SPRED2;MXD1;ODC1;PIM1;TNFRSF21;GSTO1;BCL2;RHOH;ICOS;BMPR2;SCN9A;GADD45B;IKZF4;SERPINB6;PLSCR1;SOCS1;IL4R;EOMES;CCR4;TIAM1;CDCP1;BHLHE40;GLIPR2;COL6A1;PTH1R;IRF8;SLC39A8;GBP4;LRRC8C;DHRS3;TNFRSF1B;TNFRSF8;TNFRSF9;BATF;GPR65;TWSG1;AHNAK;MAP6;PTRH2;GPR83;SLC29A2;ST3GAL4;DCPS;CDC6;DENND5A;SWAP70;ITGAE;ALCAM;CD86;TRAF1;FLT3LG;CSF2;IL13;ADAM19;IL1RL1;IL18R1;IL2RB;LIF;CD81,38.79%,P2RX4;CD48;SHE;RABGAP1L;SERPINC1;SELP;SELL;POU2F1;UCK2;SYT11;PDCD2L;RORA;FAH;FURIN;IGF1R;IL10;IRF6;BATF3;RGS16;LRIG1;MYC;SYNGR2;CCND2;CA2;CTSZ;NRP1;MAP3K8;CST7;SNX9;IL2RA;GABARAPL1;EMP1;PTGER2;PRKCH;CKAP4;PNP;SOCS2;BMP2;SH3BGRL2;RRAGD;NT5E;TNFSF10;MYO1E;ABCB1;AHR;PLIN2;ENPP1;SMPDL3A;IFNGR1;IGF2R;HK2;GALM;CAPG;ANXA4;SPRED2;MXD1;ODC1;PIM1;TNFRSF21,59/113
1,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.621478467797651,-0.11219339805786724,-1.1713162605298668,0.20425531914893616,HSPB8;MED13L;ISG20L2;SLC19A2;THSD4;IGF1R;ANXA9;OPN3;LAD1;LRIG1;MYC;FKBP4;KLF10;TFAP2C;IL17RB;KCNK15;TTC39A;SLC2A1;SLC24A3;SIAH2;TIPARP;CHPT1;KDM4B;OVOL2;BLVRB;ADCY1;CYP26B1;ELOVL5;RPS6KA2;KCNK5;PPIF;INPP5F;ARL3;PEX11A;AREG;BCL2;KLF4;UGCG;HES1;KRT8;RAB17;TUBB2B;FRK;FARP1;GREB1;FDFT1;EGR3;TJP3;ESRP2;TIAM1;CBFA2T3;BHLHE40;SLC37A1;TFF1;TFF3;JAK2;SLC1A1;B4GALT1;SLC7A5;MICB;ELOVL2;OLFML3;NRIP1;NPY1R;CELSR2;AFF1;DHRS3;FOS;RAB31;ITPK1;NADSYN1;GAB2;PRSS23;TSKU;AKAP1;SLC9A3R1;PGR;ENDOD1;SYT12;RHOD;CCND1;MPPED2;NAV2;KRT15;KRT19;IGFBP4;RAPGEFL1;MREG;INHBB;CLDN7;FASN;DLC1;PTGES;OLFM1;FAM102A;CLIC3;SULT2B1;SNX24;AMFR;SLC22A5;SLC26A2;STC2;RHOBTB3;SYNGR1;SEC14L2;CELSR1;ADCY9;ABCA3,50.70%,ABCA3;ADCY9;CELSR1;SEC14L2;SYNGR1;RHOBTB3;STC2;SLC26A2;SLC22A5;AMFR;SNX24;SULT2B1;CLIC3;FAM102A;OLFM1;PTGES;DLC1;FASN;CLDN7;INHBB;MREG;RAPGEFL1;IGFBP4;KRT19;KRT15;NAV2;MPPED2;CCND1;RHOD;SYT12;ENDOD1;PGR;SLC9A3R1;AKAP1;TSKU;PRSS23;GAB2;NADSYN1;ITPK1;RAB31;FOS;DHRS3;AFF1;CELSR2;NPY1R;NRIP1;OLFML3;ELOVL2;MICB;SLC7A5;B4GALT1;SLC1A1;JAK2;TFF3;TFF1;SLC37A1;BHLHE40;CBFA2T3;TIAM1;ESRP2;TJP3;EGR3;FDFT1;GREB1;FARP1;FRK;TUBB2B;RAB17;KRT8;HES1;UGCG;KLF4,72/108
2,HALLMARK_ALLOGRAFT_REJECTION,0.6670760727719353,-0.10903515752423656,-1.2341527540772628,0.1759656652360515,CD1D;IL16;GALNT1;CTSS;IL10;PTPN6;CD4;CCND2;IKBKB;IL7;RIPK2;STAB1;EIF4G3;MMP9;IL2RA;IL12A;UBE2N;GZMB;ICAM1;IL27RA;ACVR2A;BCL3;IFNG;INHBA;B2M;EIF3J;EGFR;IFNGR1;CAPG;BCAT1;IL6;SRGN;UBE2D1;EIF3A;HLA-G;HLA-A;HLA-E;TLR6;TLR1;PF4;CXCL9;CXCL13;EREG;STAT4;CD28;LY75;ELANE;KRT1;LY86;NCK1;SOCS1;IL4R;PSMB10;IFNGR2;SIT1;CCL19;JAK2;IRF8;HLA-DRA;TNF;HLA-DMB;HLA-DOB;TAP1;HLA-DMA;HLA-DOA;CD2;RPS3A;TLR2;GBP2;TLR3;BCL10;GLMN;IL2;GPR65;F2;CRTAM;THY1;ETS1;CD3E;CD3G;CCL11;CCL7;CCL2;CCL5;INHBB;NOS2;CD7;MRPL3;CD80;TRAT1;HCLS1;CD86;PRKCG;TGFB1;TRAF2;GZMA;RPS9;RPS19;IL11;IL9;CCL22;IL13;IL12B;ITK;LCP2;F2R;CARTPT;ST8SIA4;IL18RAP;ZAP70;IL2RB;EIF3D;LIF;RPL3L;IL1B,58.94%,IL1B;RPL3L;LIF;EIF3D;IL2RB;ZAP70;IL18RAP;ST8SIA4;CARTPT;F2R;LCP2;ITK;IL12B;IL13;CCL22;IL9;IL11;RPS19;RPS9;GZMA;TRAF2;TGFB1;PRKCG;CD86;HCLS1;TRAT1;CD80;MRPL3;CD7;NOS2;INHBB;CCL5;CCL2;CCL7;CCL11;CD3G;CD3E;ETS1;THY1;CRTAM;F2;GPR65;IL2;GLMN;BCL10;TLR3;GBP2;TLR2;RPS3A;CD2;HLA-DOA;HLA-DMA;TAP1;HLA-DOB;HLA-DMB;TNF;HLA-DRA;IRF8;JAK2;CCL19;SIT1;IFNGR2;PSMB10;IL4R;SOCS1;NCK1;LY86;KRT1;ELANE;LY75;CD28;STAT4;EREG;CXCL13;CXCL9;PF4;TLR1;TLR6;HLA-E;HLA-A;HLA-G;EIF3A;UBE2D1;SRGN;IL6,85/115
3,HALLMARK_PANCREAS_BETA_CELLS,0.7565824825362708,-0.2941875335744823,-1.6167115060123594,0.10738255033557047,HNF1A;SEC11A;NKX2-2;PCSK2;SLC2A2;GCK;PDX1;FOXO1;NEUROG3;NKX6-1;NEUROD1;DPP4;SST;SCGN;SRPRB;PAX4;CHGA;ABCC8;ELP4;SYT13;ISL1;PCSK1;SRP14,0.20%,SRP14,1/23
4,HALLMARK_APOPTOSIS,0.7848698856221693,-0.15752288673520373,-1.319623806134014,0.10116731517509728,PEA15;SMAD7;BTG2;RNASEL;ENO2;CCND2;TIMP2;DAP;ANKH;GADD45A;CDKN1B;EMP1;LUM;BCL2L2;BMP2;TXNIP;TNFSF10;BCL2L10;HSPB1;IFNGR1;IGF2R;RETSAT;PPP3R1;VDAC2;IL6;MGMT;IER3;ISG20;EREG;CD38;GADD45B;ANXA1;AVPR1A;IGFBP6;ERBB3;DNAJC3;GSR;BNIP3L;EGR3;GNA15;SOD1;TNF;NEDD9;TAP1;CD2;DPYD;CAV1;BCL10;TGFBR3;ROCK1;F2;PPP2R5B;CCND1;FEZ1;TOP2A;GUCY2D;ETF1;IRF1;MMP2;GPX3;PDGFRB;F2R;BIK;HMOX1;RHOT2;TNFRSF12A;IL1B;IL1A;SLC20A1;PLCB2,1.26%,PLCB2;SLC20A1;IL1A;IL1B;TNFRSF12A;RHOT2,6/70
5,HALLMARK_E2F_TARGETS,0.7929972365087894,-0.08774635460871075,-0.8953166063686308,0.62,CIT;SPC24;PNN;BRMS1L;RAD21;DSCC1;ATAD2;MYC;TK1;CDCA3;NCAPD2;TRIP13;GINS4;NBN;CDC20;RAN;KIF2C;CDCA8;RPA2;MYBL2;STMN1;GINS1;PRIM2;CDKN1B;RNASEH2A;ASF1B;TACC3;SLBP;NUP107;POP7;CCNB2;HUS1;RPA3;ASF1A;POLE4;XPO1;MSH2;EXOSC8;RFC3;PDS5B;BRCA2;DIAPH3;MCM3;HELLS;SMC3;NOLC1;NUP153;TUBB;DCK;RFC1;KIF22;SPC25;ESPL1;CKS2;PA2G4;TRA2B;CDK4;TIMELESS;POLA2;STAG1;MCM6;MELK;CTCF;DONSON;DCLRE1B;CENPE;PLK4;NUP205;MAD2L1;SSRP1;PPM1D;POLD3;KIF18B;E2F8;SPAG5;TOP2A;TUBG1;BARD1;IPO7;AURKB;NAA38;RPA1;EIF2S1;MCM2;LIG1;POLD1;UBE2S;LMNB1;PLK1;DCTPP1;NUDT21;PTTG1;XRCC6;RANBP1;MCM5;WDR90;BUB1B,0.04%,BUB1B,1/97
6,HALLMARK_DNA_REPAIR,0.8308896906425117,-0.09956571551767872,-0.9221424788874986,0.6666666666666666,GTF2H3;TMED2;VPS37B;SNAPC5;RAD52;POLB;RRM2B;IMPDH2;ADA;CDA;RPA2;SF3A3;GTF2H5;PNP;POLR3C;GTF2F1;POLR3GL;REV3L;GTF2A2;RALA;VPS37D;RPA3;POLR2H;POLE4;POLH;POLR1D;RFC3;CMPK2;POLL;BRF2;POLR2E;AAAS;PRIM1;ERCC5;POLA2;EIF1B;POLR2C;TK2;NPR2;TAF13;GTF2B;RNMT;TYMS;SSRP1;DDB1;STX3;POLD3;SUPT4H1;DDB2;POLR2G;SAC3D1;TSG101;CSTF3;NT5C;TAF10;POLR2A;ELL;SEC61A1;COX17;HCLS1;SURF1;AK1;EDF1;SNAPC4;LIG1;CCNO;POLD1;ARL6IP1;NUDT21;ERCC4;DGCR8;MRPL40;POLR2D;POLR2F;ERCC3;RBX1;NME3,29.77%,NME3;RBX1;ERCC3;POLR2F;POLR2D;MRPL40;DGCR8;ERCC4;NUDT21;ARL6IP1;POLD1;CCNO;LIG1;SNAPC4;EDF1;AK1;SURF1;HCLS1;COX17;SEC61A1;ELL;POLR2A;TAF10;NT5C;CSTF3;TSG101;SAC3D1;POLR2G;DDB2;SUPT4H1;POLD3;STX3;DDB1;SSRP1;TYMS,35/77
7,HALLMARK_TGF_BETA_SIGNALING,0.8581220843882551,0.18169804859795016,0.9607263831915139,0.5095168374816984,SMAD3;FURIN;SMAD7;LEFTY2;KLF10;RHOA;ID3;HDAC1;BMP2;THBS1;SPTBN1;ID2;BMPR1A;BMPR2;CDH1;IFNGR2;BCAR3;LTBP2;RAB31;SMURF2;TGFB1;PPP1R15A;CDK9;SLC20A1,41.83%,SMAD3;FURIN;SMAD7;LEFTY2;KLF10;RHOA;ID3;HDAC1;BMP2;THBS1;SPTBN1;ID2;BMPR1A,13/24
8,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.8777572331652336,0.1361862017049792,0.969027130703012,0.48868175765645805,PTPN11;RIT1;THEM4;FGF6;TNFRSF1A;ADCY2;PTEN;PRKAR2A;E2F1;PRKAA2;SLC2A1;RPS6KA1;CDKN1B;ARPC3;HSP90B1;UBE2N;CALR;PIN1;EGFR;ITPR2;NOD1;PDK1;FGF22;GNA14;ATF1;CDK4;STAT2;RIPK1;NCK1;FGF17;CXCR4;MYD88;TIAM1;RAF1;CSNK2B;VAV3;NGF;DAPP1;PLA2G12A;CFL1;MAP2K6;CLTC;PPP2R1B;DUSP3;PIKFYVE;RALB;MAP2K3;PFN1;TRAF2;CAMK4;ACTR3;ARHGDIA,25.62%,PTPN11;RIT1;THEM4;FGF6;TNFRSF1A;ADCY2;PTEN;PRKAR2A;E2F1;PRKAA2;SLC2A1;RPS6KA1;CDKN1B;ARPC3;HSP90B1;UBE2N;CALR;PIN1,18/52
9,HALLMARK_UV_RESPONSE_UP,0.88099076277475,-0.10836711580258655,-0.9548625900508698,0.6396761133603239,FMO1;CREG1;CEBPG;CYP1A1;CHRNA5;FURIN;CYB5R1;BTG2;TCHH;PRPF3;NFKBIA;ENO2;FKBP4;GGH;CA2;UROD;BTG1;MMP14;BMP2;ICAM1;PRKACA;DNAJB1;WIZ;MSX1;GRPEL1;ONECUT1;YKT6;ABCB1;PDAP1;NPTX2;POLR2H;SPR;EPCAM;CDC5L;KLHDC3;IL6;DDX21;PPIF;CXCL2;PLCL1;GLS;CDC34;PPP1R2;STK25;SULT1A1;CCK;CYB5B;APOM;TAP1;RXRB;HSPA13;SLC25A4;TACR3;ATP6V1F;PPAT;FOS;POLG2;STIP1;PSMC3;GAL;CNP;TUBA4A;IGFBP2;RPN1;OLFM1;LHX2;CDO1;IRF1;GPX3;FGF18;TST;HMOX1;MRPL23;NPTXR;TYRO3,0.18%,TYRO3,1/75
