,Term,fdr,es,nes,pval,matched_genes,gene %,lead_genes,tag %
0,HALLMARK_ANGIOGENESIS,0.14606199940670422,-0.48789144570838033,-1.5681844084955423,0.023346303501945526,APOH;VTN;COL3A1;SLCO2A1;COL5A2;CCND2;NRP1;CXCL6;PRG2;FSTL1;PGLYRP1;TNFRSF21;STC1;JAG1;LPL;MSX1;SERPINA5;KCNJ8;LRPAP1;OLR1;LUM;PF4,17.76%,PF4;LUM;OLR1;LRPAP1;KCNJ8;SERPINA5;MSX1;LPL,8/22
1,HALLMARK_MITOTIC_SPINDLE,0.22945713438148915,-0.3532422369719417,-1.5966655114730708,0.0017825311942959,CDC42EP1;KIF20B;SYNPO;CAPZB;ALMS1;LMNB1;WASL;KIF22;RHOT2;PAFAH1B1;LLGL1;RICTOR;MARCKS;SAC3D1;RHOF;DYNC1H1;ROCK1;CEP192;RASAL2;CENPF;RABGAP1;TUBGCP2;BUB1;PLK1;KIF11;KIF2C;TAOK2;MAP1S;MAPRE1;MYO1E;MAP3K11;ARHGDIA;ESPL1;ANLN;TUBD1;FARP1;ACTN4;RAPGEF5;SASS6;FGD4;HOOK3;PREX1;SHROOM1;DST;SSH2;CDC42EP4;DOCK2;PCGF5;NCK1;RAB3GAP1;PKD2;TIAM1;RASA2;KPTN;MYH10;TRIO;NEK2;NOTCH2;NEDD9;PLEKHG2;KIF3B;NUMA1;SOS1;CEP57;CENPE;CDC42EP2;PCM1;BRCA2;SMC3;ECT2;MYH9;CEP250;DOCK4;TBCD;KIF3C;PIF1;WASF2;CENPJ;TUBA4A;CCNB2;CD2AP;ARAP3;ABL1;FGD6;SPTBN1;LATS1;KATNB1;NET1;FSCN1;STK38L;DYNLL2;KIF1B;TOP2A;RANBP9;RFC1;KIFAP3;LRPPRC;MARK4;PPP4R2;TUBGCP3;ARL8A;ARHGAP29;ARHGEF3;ARHGEF12;ARHGAP10;KNTC1;KIF5B;ARFGEF1,17.15%,ARFGEF1;KIF5B;KNTC1;ARHGAP10;ARHGEF12;ARHGEF3;ARHGAP29;ARL8A;TUBGCP3;PPP4R2;MARK4;LRPPRC;KIFAP3;RFC1;RANBP9;TOP2A;KIF1B;DYNLL2;STK38L;FSCN1;NET1;KATNB1;LATS1;SPTBN1;FGD6;ABL1;ARAP3;CD2AP;CCNB2;TUBA4A;CENPJ;WASF2,32/108
2,HALLMARK_PANCREAS_BETA_CELLS,0.3362318303174132,-0.4213385911585782,-1.372195556609924,0.09631147540983606,ELP4;SRPRB;SRP14;CHGA;SST;ABCC8;PAX4;ISL1;NEUROD1;PCSK2;DPP4;SCGN;NEUROG3;PCSK1;GCK;SYT13;NKX2-2;NKX6-1;SEC11A;FOXO1;PDX1;HNF1A;SLC2A2,25.31%,SLC2A2;HNF1A;PDX1;FOXO1;SEC11A;NKX6-1;NKX2-2;SYT13;GCK;PCSK1;NEUROG3,11/23
3,HALLMARK_KRAS_SIGNALING_UP,0.3801319902744008,0.2594672548836359,1.1991188881888122,0.14725274725274726,TSPAN13;EREG;ID2;CXCR4;PTBP2;STRN;ANO1;IL1RL2;CPE;SLPI;CBX8;CFB;FUCA1;BMP2;RBP4;DCBLD2;ETV5;SPRY2;GADD45G;CFH;RABGAP1L;WNT7A;SOX9;CSF2;YRDC;HKDC1;MMP9;FLT4;KIF5C;IRF8;SDCCAG8;ITGBL1;CFHR2;PRDM1;PTGS2;APOD;NGF;MMD;WDR33;ALDH1A3;F13A1;CDADC1;ZNF639;MAP7;ITGA2;AKAP12;MMP11;PTCD2;PCP4;ARG1;TSPAN1;GALNT3;LIF;PPP1R15A;IL33;GPRC5B;PDCD1LG2;ABCB1;CA2;CBR4;BTC;CCND2;NRP1;AKT2;IKZF1;MALL;LY96;IL7R;AVL9;LCP1;MMP10;DOCK2;EVI5;DNMBP;KLF4;RGS16;PLEK2;GFPT2;SPON1;PTPRR;MYCN;INHBA;HBEGF;TRAF1;ZNF277;TRIB1;F2RL1;HOXD11;SCN1B;NR1H4;FGF9;RBM4;EPB41L3;PPBP;PRKG2;PLVAP;C3AR1;NR0B2;TNFAIP3;SERPINA3;USP12;ANKH;LAPTM5;CBL;MAP3K1;PIGR;TNFRSF1B;MTMR10;CTSS;IL1B;ADAM17;FCER1G;KCNN4;ACE;ETS1;EMP1,12.38%,TSPAN13;EREG;ID2;CXCR4;PTBP2;STRN;ANO1;IL1RL2;CPE;SLPI;CBX8;CFB;FUCA1;BMP2;RBP4;DCBLD2;ETV5;SPRY2;GADD45G;CFH;RABGAP1L;WNT7A;SOX9,23/116
4,HALLMARK_PROTEIN_SECRETION,0.3849995055868684,-0.36472227887787995,-1.395515083486115,0.06367041198501873,VAMP3;VPS4B;ARFGEF2;LMAN1;STAM;SH3GL2;NAPG;GBF1;TMED2;SEC22B;STX12;CLN5;TSG101;RAB22A;YKT6;SEC24D;USO1;AP3B1;AP3S1;SNX2;GOLGA4;TSPAN8;DST;SOD1;NAPA;TMED10;MON2;TOM1L1;BNIP3;CLTC;VAMP4;VPS45;ADAM10;TMX1;BET1;RAB14;ATP6V1B1;SCAMP1;STX7;ABCA1;KIF1B;EGFR;RAB2A;IGF2R;CTSC;ARFGEF1,17.06%,ARFGEF1;CTSC;IGF2R;RAB2A;EGFR;KIF1B;ABCA1;STX7;SCAMP1;ATP6V1B1;RAB14;BET1;TMX1;ADAM10;VPS45;VAMP4;CLTC,17/46
5,HALLMARK_GLYCOLYSIS,0.38534213268496,0.28375213609294436,1.302815014599147,0.04357798165137615,MXI1;EXT1;CXCR4;CHST12;DDIT4;GAL3ST1;ARPP19;ALDH7A1;STMN1;HSPA5;PGAM1;COL5A1;CHST1;SOX9;GNPDA1;B3GAT3;NOL3;ME1;SPAG4;NANP;EFNA3;NDST3;TALDO1;PAXIP1;PGM2;PPIA;SLC25A10;SDC2;MERTK;ALG1;GAPDHS;B4GALT1;TGFBI;HK2;IER3;IRS2;SRD5A3;GPC1;GLCE;MDH2;MIF;GOT1;FBP2;DPYSL4;GFPT1;GALK1;PYGB;TXN;TPST1;ALDOB;ENO2;HOMER1;ISG20;BIK;ENO1;TFF3;PFKP;ZNF292;SOD1;ADORA2B;CAPN5;PMM2;CHPF2;B4GALT7;SLC35A3;GYS2;GUSB;MDH1;SAP30;PPFIA4;B3GNT3;STC2;CHST6;CHST2;STC1;RRAGD;FAM162A;GNE;GOT2;FKBP4;CLN6;EGLN3;CHPF;MPI;ALDH9A1;SDC3;GCLC;XYLT2;PGLS;PGAM2;LCT;ABCB6;DLD;NT5E;LHX9;EGFR;KIF20A;PLOD1,19.14%,MXI1;EXT1;CXCR4;CHST12;DDIT4;GAL3ST1;ARPP19;ALDH7A1;STMN1;HSPA5;PGAM1;COL5A1;CHST1;SOX9;GNPDA1;B3GAT3;NOL3;ME1;SPAG4;NANP;EFNA3;NDST3;TALDO1;PAXIP1;PGM2;PPIA;SLC25A10;SDC2;MERTK,29/98
6,HALLMARK_MYC_TARGETS_V2,0.38698332754428627,0.3335565545778202,1.230102809631398,0.1696969696969697,CDK4;SUPV3L1;PES1;RCL1;DUSP2;IMP4;PLK4;DDX18;GRWD1;MYC;SRM;PLK1;NDUFAF4;HK2;NOC4L;WDR43;FARSA;BYSL;SORD;DCTPP1;MAP3K6;PA2G4;NOLC1;AIMP2;PPRC1;WDR74;TMEM97;MRTO4;HSPE1;MCM5;RRP9;IPO4;SLC29A2;SLC19A1;UTP20;NOP16,8.97%,CDK4;SUPV3L1;PES1;RCL1;DUSP2;IMP4;PLK4;DDX18,8/36
7,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.4060437651962487,0.25767339529599037,1.2049175402534247,0.08863636363636364,VAMP8;IL6;TXNIP;IFI30;IRF9;HLA-DRB1;TOR1B;PTPN6;BTG1;STAT2;CFB;TRIM25;PSMA2;CFH;STAT4;PLA2G4A;ICAM1;CCL7;MT2A;DDX60;NFKBIA;TNFAIP6;CSF2RB;APOL6;IFIT2;FPR1;SOCS3;NAMPT;OAS3;PIM1;LATS2;B2M;RSAD2;IDO1;PARP12;IRF8;CCL2;PTGS2;HLA-A;SLC25A28;SAMD9L;LAP3;NMI;PARP14;DHX58;TNFAIP2;BST2;MX2;TAP1;CIITA;RNF213;NOD1;CD38;ST3GAL5;ZNFX1;MYD88;GBP4;SELP;CXCL9;CCL5;ISG20;RNF31;IL7;RIPK2;SECTM1;IL2RB;OGFR;IRF1;GZMA;HLA-DMA;IL4R;PFKP;LGALS3BP;PNPT1;RTP4;SOCS1;JAK2;USP18;PSMB10;CD86;GBP6;BATF2;ISOC1;PSMB2;SLAMF7;VAMP5;HLA-G;SPPL2A;CMPK2;TNFSF10;ARID5B;SAMHD1;HLA-B;IRF2;PTPN1;SRI;IFI35;TNFAIP3;LCP2;TRIM26;IFIT1;ITGB7;IFI44;TRIM21;ST8SIA4;C1R;KLRK1;PLSCR1;NLRC5;PSME2;NUP93;TDRD7;PNP;RIPK1,21.99%,VAMP8;IL6;TXNIP;IFI30;IRF9;HLA-DRB1;TOR1B;PTPN6;BTG1;STAT2;CFB;TRIM25;PSMA2;CFH;STAT4;PLA2G4A;ICAM1;CCL7;MT2A;DDX60;NFKBIA;TNFAIP6;CSF2RB;APOL6;IFIT2;FPR1;SOCS3;NAMPT;OAS3;PIM1;LATS2;B2M;RSAD2;IDO1;PARP12;IRF8,36/114
8,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.431697514017764,0.30549577761028623,1.2341753425884188,0.1492842535787321,IL6;EBI3;TLR2;IRF9;OSMR;STAT2;TGFB1;IFNAR1;IL10RB;CCL7;IL18R1;CSF2;IFNGR1;CSF2RB;A2M;SOCS3;PIM1;IL2RA;CXCL1;TNFRSF12A;INHBE;LTBR;CD38;MYD88;ITGA4;CXCL9;IL7;IFNGR2;IRF1;CD9;CXCL3;TNFRSF1A;IL17RA;IL4R;IL1R1;HMOX1;SOCS1;MAP3K8;TNFRSF21;ITGB3;TNF;REG1A;PTPN11;STAM2;PTPN1;CXCL13;IL17RB;CBL;TNFRSF1B;IL1B;PDGFC;PF4;TYK2,18.32%,IL6;EBI3;TLR2;IRF9;OSMR;STAT2;TGFB1;IFNAR1;IL10RB;CCL7;IL18R1;CSF2;IFNGR1;CSF2RB;A2M;SOCS3;PIM1,17/53
9,HALLMARK_SPERMATOGENESIS,0.4366099340048628,0.3009142198796688,1.2576882563657221,0.12445414847161572,DBF4;PHKG2;NCAPH;PEBP1;JAM3;NOS1;GAD1;IDE;DNAJB8;ACRBP;SLC2A5;COIL;TULP2;DMC1;HSPA1L;TALDO1;CLVS1;IL12RB2;BUB1;GAPDHS;TNP1;ALOX15;KIF2C;DDX25;BRAF;PCSK4;GMCL1;GPR182;ODF1;MAP7;CST8;CAMK4;TOPBP1;HTR5A;MTNR1A;SLC12A2;MAST2;HSPA4L;TLE4;HOXB1;TUBA3C;TNNI3;SPATA6;ELOVL3;SYCP1;CLPB;CFTR;NEK2;YBX2;TEKT2;CNIH2;CSNK2A2;PGS1;PRKAR2A;STAM2;MTOR;NPY5R;CCNB2;LPIN1;DCC;DMRT1;ACE;TSN;SHE,24.22%,DBF4;PHKG2;NCAPH;PEBP1;JAM3;NOS1;GAD1;IDE;DNAJB8;ACRBP;SLC2A5;COIL;TULP2;DMC1;HSPA1L;TALDO1;CLVS1;IL12RB2;BUB1;GAPDHS;TNP1;ALOX15,22/64
